Time,Dst,Type
0.0,0,1
1.0013580322265625e-05,0,2
0.0012459754943847656,0,2
0.07452797889709473,0,3
0.08680009841918945,0,3
0.09030699729919434,0,4
0.10758495330810547,0,5
0.22805094718933105,0,6
0.23272299766540527,0,6
0.2518959045410156,0,6
0.2547929286956787,0,6
9.412163019180298,1,1
9.41217303276062,1,1
9.412173986434937,0,2
9.413738012313843,0,2
9.416696071624756,0,2
9.622504949569702,1,1
9.62251591682434,1,1
9.625884056091309,0,2
9.625890016555786,0,2
12.308002948760986,1,1
12.308013916015625,0,2
12.309339046478271,0,2
12.32137393951416,1,1
12.321384906768799,0,2
12.32294511795044,0,2
