Time,Dst,Type
0.0,0,1
7.867813110351562e-06,0,2
1.0013580322265625e-05,0,3
0.0008409023284912109,0,2
0.0008459091186523438,0,2
0.0008478164672851562,0,3
0.005944013595581055,0,4
0.012652873992919922,0,5
0.015507936477661133,0,6
0.05299687385559082,0,6
0.05671882629394531,0,6
0.05977582931518555,0,6
0.0621340274810791,0,6
0.07123303413391113,0,6
0.07560181617736816,0,6
0.07987403869628906,0,6
0.08725380897521973,0,6
0.08878302574157715,0,6
0.08879303932189941,0,6
0.08879399299621582,0,6
0.09029889106750488,0,6
0.09414482116699219,0,6
0.09588384628295898,0,6
2.642908811569214,0,2
2.6438369750976562,0,2
2.643846035003662,0,2
2.6630959510803223,0,2
2.663856029510498,0,2
2.663861036300659,0,2
