Time,Dst,Type
0.0,1,1
0.010522127151489258,0,2
0.052063941955566406,0,4
0.061842918395996094,0,5
0.07197403907775879,0,6
0.0772860050201416,0,6
0.07732892036437988,0,6
0.08177495002746582,0,6
0.08283400535583496,0,6
