Rank,Feature_Name,Importance_Score,Feature_Type
143,seq_1_2_2_2_3_3_3_4_6_6_6_6,0.0006908826185079425,Sequence
144,seq_2_2_3_3_4_5_6_6_6_6_6_6_6_6,0.0006864835486574037,Sequence
145,seq_3_3_6_6_6,0.0006861075677458181,Sequence
146,ex_3_3_2_4,0.0006633591980657624,Excess
147,seq_3_3_5_6_6_6_6_6_6,0.0006602643963059479,Sequence
148,seq_2_3_2_3_4_4_5_6_6_6_6_6_6_6_6,0.0006589242629481281,Sequence
149,seq_range_1_1_2_2_1_2,0.0006488297740849707,Sequence
150,seq_range_1_2_1_2_2_1_2_1_2_2,0.0006473986609505892,Sequence
151,seq_2_3_3_6_6_6_6,0.0006411326251875452,Sequence
152,seq_2_3_2_3_6_6_6,0.000637753725736843,Sequence
153,seq_1_2_2_2_3_3_4_5_5_6_6_6_6_6,0.0006289529350264248,Sequence
154,seq_1_2_3_3_3_3_3_3_2_2_3_4_5_6_6_6_6,0.0006175522514686454,Sequence
155,ex_1_1_1_2,0.0006157154397881922,Excess
156,seq_1_2_3_2_4_5_6_6_6_6,0.0006141942291814523,Sequence
157,seq_1_2_2_3_5_6_6_6,0.0006131882248693169,Sequence
158,seq_2_2_2_3_3_5_6_6_6_6,0.000611301377163702,Sequence
159,ex_2_4_4_4,0.000609149873959874,Excess
160,seq_range_2_2_2_1,0.000606951961186158,Sequence
161,seq_1_1_3_3_3_3_3_3_4_5_5_6_6_6_6,0.0006060523039811637,Sequence
162,ex_3_3_3_3_3_3_2_2_3_4,0.000604366795424053,Excess
163,seq_1_1_1_2_2_2_3_3_4_5_6_6_6_6,0.0006034534506996215,Sequence
164,seq_1_2_2_3_3_4_6_6_6,0.0006016406323904514,Sequence
165,ex_3_3_3_3_3_3_3_3_3_3_3_3_3_4,0.0005994994317178493,Excess
166,ex_1_1_1_1_2,0.0005923300615070957,Excess
167,seq_1_1_1_1_1_2_2_2_3_3_3_3_4_5_6_6_6_6,0.0005849925379511425,Sequence
168,seq_1_2_2_2_3_3_4_5_6,0.0005762204476745683,Sequence
169,ex_4_4_4_4,0.000571921488502256,Excess
170,ex_4_4_4_4_4_5,0.0005715064305168653,Excess
171,seq_1_2_2_3_4_4_5_6_6_6_6_6,0.0005692124969814717,Sequence
172,ex_1_1_3_2,0.0005642836527208932,Excess
173,seq_1_3_2_2_3_5_6_6_6_1,0.000559272062868496,Sequence
174,seq_1_2_2_2_3_3_4_5_6_6_6_1_2_2,0.0005461706964510885,Sequence
175,seq_3_3_3_4_5_6_6_6_6,0.0005413587162854995,Sequence
176,ex_5_5_5_1_2_2_2_2,0.0005375100485601917,Excess
177,seq_1_2_2_2_3_3_4_4_6_6_6_6,0.0005219199130601263,Sequence
178,seq_range_1_2_2_1_2_2_1_2_2_2_1_2_2_2,0.0005205985117559911,Sequence
179,seq_1_2_2_2_3_3_3_3_3_3_3_3_3_4_5_6_6_6_6,0.000520549576117609,Sequence
180,seq_3_3_4_5_6_6_6_6_6_6_6,0.0005197166236566906,Sequence
181,seq_1_3_2_2_3_4_6_6,0.0005156077738468277,Sequence
182,ex_3_3_3_3_3_3_3_3_3_4,0.0005101675613656466,Excess
183,seq_1_2_2_3_2_3_4_5_5_6_6_6_6_6_6_1_2,0.0005011204140990627,Sequence
184,ex_4_1_2_2_2_2,0.0004984903866460843,Excess
185,ex_4_2_2_2_2,0.000492388540587451,Excess
186,seq_1_2_2_3_3_4_4_5_6_6_6_6,0.00048246491375322586,Sequence
187,ex_3_5_1_1,0.00047495190847856623,Excess
188,seq_1_1_1_1_2_2_2_3_3_4_5_6_6_6,0.00047224616653021524,Sequence
189,seq_range_1_2_1_1_2_1_2_2_2,0.0004720692329528012,Sequence
190,seq_1_2_3_2_3_4_5_5_5_6_6_6_6_1_2_2_2,0.00046170974090032534,Sequence
191,seq_1_2_2_2_3_6_6_6_6,0.0004586542004966593,Sequence
192,ex_4_4_4_5,0.00045266753166397654,Excess
193,seq_1_2_3_2_3_3_4_5_6_6_6_6_6_6_6_6_6,0.0004497532165260774,Sequence
194,seq_1_2_2_3_3_4_6_6_6_1_2_2_2,0.0004472330771454343,Sequence
195,seq_range_2_2_2_1_2_2_2,0.000443932339993016,Sequence
196,seq_1_2_2_2_4_6_6,0.00043777933546815267,Sequence
197,ex_3_3_3_3_3_3_3_4,0.00042701141688955454,Excess
198,ex_1_1_1_1_1_2,0.0004208447406295163,Excess
199,seq_1_2_2_3_3_4_5_6_6,0.00041987055678489307,Sequence
200,seq_3_4_4_4_6_6_6,0.0004180824961505798,Sequence
201,seq_1_2_3_3_4_4_4_5_6_6,0.00041731604133066354,Sequence
202,seq_1_2_3_2_2_3_4_5_6_6_6_6_6_2_2_2,0.00041588694140569816,Sequence
203,seq_1_3_2_2_2_3_4_5_6_6_6_6_6,0.0004052018857749294,Sequence
204,ex_3_3_5_1_2_2_2_2,0.0004034677070128078,Excess
205,seq_range_1_1_1_2_2,0.0004009925992870318,Sequence
206,seq_2_2_3_4_5_6_6_6_1_2,0.0003999538443729885,Sequence
207,seq_1_2_2_3_2_3_4_5_6_6_6_6_1_2_2_2,0.00039421248130703303,Sequence
208,seq_2_2_3_3_4_5_6_6_6_6,0.0003907610858179101,Sequence
209,seq_2_2_3_3_5_6_6_6_6,0.00038804495602866464,Sequence
210,seq_3_3_3_3_3_3_3_3_3_3_3_3_3_4_5_6_6_6_6,0.00038722379347189964,Sequence
211,seq_2_2_2_3_3_5_6_6_6_1_2_2_2,0.0003810925081793687,Sequence
212,seq_1_2_4_5_6_6_6_6_1_2_2_2,0.00037936465213659286,Sequence
213,ex_5_5_1_2_2,0.00037890017165612057,Excess
214,seq_1_2_2_2_4_5_6_6_6_6_6,0.00037639373763257474,Sequence
215,seq_3_3_3_3_3_3_3_4_5_6_6,0.00036979287533849063,Sequence
216,ex_3_2_3_3_4,0.00036821979597453485,Excess
217,seq_2_3_3_4_5_6_6_6_6,0.00036295241665520084,Sequence
218,seq_3_3_4_5_6_6_6_6_6_6_6_6,0.00035967077911616793,Sequence
219,ex_1_1_3_3_3_3_3_3_4_5_5_5,0.0003582066616376084,Excess
220,seq_3_3_4_4_4_4_4_4_4_4_4_5_6_6_6_6_6,0.0003505730345494505,Sequence
221,ex_5_1_2_2,0.00034453052192586354,Excess
222,seq_1_2_2_3_3_4_5_6_6_6_1_2_2_2,0.0003366745198636358,Sequence
223,seq_2_2_2_3_3_3_3_4_5_6_6,0.00033220964279817073,Sequence
224,seq_range_1_2_2_2_2_2_2,0.0003254076441875391,Sequence
225,seq_1_2_3_3_6_6_6,0.0003243467981861751,Sequence
226,ex_3_2_3_3,0.0003242906327508093,Excess
227,ex_3_2_2_4,0.0003182835446174419,Excess
228,seq_1_2_2_3_2_3_4_6_6_6_6,0.00031750645058064545,Sequence
229,seq_range_1_2_2_2_1_2_2_2_1_2_2_2_1,0.000298097784629648,Sequence
230,ex_4_4_4_4_4_4_4_4_4_5,0.00028665706621286034,Excess
231,seq_1_1_3_2_3_2_2_3_4_4_5_5_5_5_6_6_6_6_6_6_6_6_6_6_6_6_6,0.00028655766984882593,Sequence
232,ex_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_5,0.0002814236795304444,Excess
233,seq_range_1_2_2_2_1_2_2_2_1_2_2_1_2_2_2,0.0002752174597150619,Sequence
234,seq_1_1_1,0.00027361318264294837,Sequence
235,ex_1_3_3_4_5_5,0.00024745361760081404,Excess
236,seq_1_3_4_5_6_6_6_6,0.0002458907369607596,Sequence
237,seq_1_1_2_2_2_3_3_4_5_6_6_6_6,0.00024054456054017052,Sequence
238,seq_1_1_2_3_2_2_3_4_6_6_6_6_6_2_2_2,0.0002204849753953277,Sequence
239,seq_range_1_2_2_1_2_2_2_1_2_2_2_1_2_2,0.0002197875178232709,Sequence
240,seq_1_2_2_2_3_5_6_6_6_6,0.0002196222271547254,Sequence
241,seq_3_4_5_6_6_6,0.00021409745685941147,Sequence
242,seq_range_1_2_1_2_2_1_3_3_3_3_3_3_4_5_6_6,0.00020268326057986386,Sequence
243,seq_1_2_2_3_2_3_5_6_6_6_6_2_2_2,0.00020130006850407162,Sequence
244,ex_2_2_2_2_2_1_3,0.00019923509474557046,Excess
245,seq_1_2_2_3_3_5_6_6_6_6_6,0.00019851346776396487,Sequence
246,ex_3_2_3_5_2_2_2_2,0.00019642923827511584,Excess
247,seq_1_2_2_2_3_3_4_4_4_4_5_6_6_6_6,0.00019263427405355265,Sequence
248,seq_1_3_3_4_5_6_6_6_6,0.00018869575253746603,Sequence
249,seq_3_3_3_4_4_5_5_5_5_6_6_6_6_6_6,0.00018448128887162306,Sequence
250,ex_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_4,0.0001826070528178215,Excess
251,seq_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_5_6_6_6_6_6_6_6_6_6_6_6,0.00017797649852021956,Sequence
252,ex_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_4,0.00017380240670786763,Excess
253,seq_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_4_4_5_6_6_6_6_6,0.0001526888583519086,Sequence
254,seq_1_2_2_2_2_2_1_3_2_2_2_4_5_6_6_6_6,0.0001492720561252874,Sequence
255,seq_1_2_1_2_2_2_1_2_2_2_3_3_5_6_6,0.00014271048608411534,Sequence
256,ex_2_2_2_1_2_2_1_3,0.0001423272465706253,Excess
257,seq_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_5_6_6_6_6,0.0001381820090130238,Sequence
258,ex_4_4_4_4_4_4_4_5,0.00013753150880263399,Excess
259,seq_range_1_1_2_2_2_2,0.0001331179868926078,Sequence
260,seq_1_2_3_2_3_4_5_6_6_6_6_2_2_2,0.00012976116016587836,Sequence
261,seq_1_2_3_2_2_4_5_6_6_6_6_6_6_2_2,0.0001292961453786012,Sequence
262,ex_3_2_2_2_3_4,0.00012870181772348615,Excess
263,seq_3_3_3_3_3_3_3_3_3_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_5_6_6_6_6_6_6,0.00012037179270706586,Sequence
264,ex_1_1_1_1,0.00011769214850852131,Excess
265,seq_1_2_2_2_1_2_2_1_3_2_2_4_5_6_6_6_6,0.0001071583410987941,Sequence
266,ex_2_2_2_1_2_2_2_1_2_3,9.888690053810882e-05,Excess
267,ex_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_4,9.877223542957632e-05,Excess
268,ex_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_5,9.188373713546808e-05,Excess
269,seq_1_2_2_2_1_2_2_2_1_3_2_2_2_3_3_4_5_6_6_6_6,9.106560973756734e-05,Sequence
270,ex_2_2_1_2_2_2_1_2_3,8.520115068813733e-05,Excess
271,seq_3_3_3_3_3_3_3_3_3_3_3_3_3_4_4_4_4_4_4_4_5_6_6_6_6,8.233444645931677e-05,Sequence
