Rank,Feature_Name,Importance_Score,Feature_Type
1,A_Silence_Total_Duration,0.06166395339855006,Numeric
2,A_Silence_Max_Duration,0.05514992581929377,Numeric
3,A_Silence_Avg_Duration,0.04866229379986243,Numeric
4,Gap_23_Time,0.035901712733095115,Numeric
5,Type_2_Last_Time,0.03440862385131483,Numeric
6,Gap_23_Time_Ratio,0.0343851844984444,Numeric
7,Type_3_Last_Time,0.03424741966672363,Numeric
8,Probe_Time_Ratio,0.03373939807955164,Numeric
9,Type_3_First_Occurrence_Time,0.029879196917090494,Numeric
10,Probe_Time,0.027829160723647394,Numeric
11,A_IAT_StdDev,0.026592282086971054,Numeric
12,First_Stage_Time_Diff,0.02548661299850828,Numeric
13,Type_6_Last_Time,0.024685056202878943,Numeric
14,Type_5_Last_Time,0.022566867221181713,Numeric
15,A_CV,0.02136191331324295,Numeric
16,A_Skewness,0.02109355164029406,Numeric
17,Type_5_First_Occurrence_Time,0.0200503300007541,Numeric
18,Assoc_Time_Ratio,0.019503802669193528,Numeric
19,Assoc_Time,0.019006781502141804,Numeric
20,Gap_34_Time_Ratio,0.018635142937375844,Numeric
21,A_IAT_P95,0.018141174218833222,Numeric
22,Gap_45_Time,0.01804845073121419,Numeric
23,A_IAT_Q1,0.017473566940504278,Numeric
24,A_IAT_Skew_Ratio,0.01687570247310666,Numeric
25,A_Burst_Duration,0.016788887754773,Numeric
26,Type_6_First_Occurrence_Time,0.016319425747102337,Numeric
27,Type_4_Last_Time,0.0162773891785392,Numeric
28,Range_1_2,0.015259782233988557,Numeric
29,A_Kurtosis,0.014798873212465941,Numeric
30,Type_6_Time_Ratio,0.01383386875982707,Numeric
31,Range_2,0.013482332465278538,Numeric
32,A_IAT_P10,0.013268405528065106,Numeric
33,Type_2_First_Occurrence_Time,0.013219363844199774,Numeric
34,Type_4_First_Occurrence_Time,0.013048583699108027,Numeric
35,A_IAT_Q3,0.01298478045143227,Numeric
36,Next_Packet_After_First_Stage,0.012530813287404706,Numeric
37,Type_6_Time,0.011058110295702106,Numeric
38,A_IAT_Median,0.01105033968114946,Numeric
39,A_Burst_Rate,0.010848445154813065,Numeric
40,Gap_45_Time_Ratio,0.010675243169289717,Numeric
41,A_Mean_IAT,0.010516637856252418,Numeric
42,A_IAT_P90,0.010275514553651556,Numeric
43,Gap_34_Time,0.009892868079502065,Numeric
44,Trans_4_6,0.009279786735241975,Numeric
45,Type_2_Count,0.008636598082155977,Numeric
46,Range_1,0.008405369507427027,Numeric
47,Type_5_Count,0.008247901281050112,Numeric
48,A_Retran_intervals,0.007961858643472732,Numeric
49,A_IAT_IQR,0.007380846861120078,Numeric
50,A_Silence_Rate,0.005146153549933481,Numeric
51,Trans_5_6,0.0028369922964975054,Numeric
52,Type_6_Count,0.0027767207035546537,Numeric
53,Trans_4_5,0.0022222637033706433,Numeric
54,Type_1_Count,0.002140453990178166,Numeric
55,Type_3_Count,0.0014559456212632526,Numeric
56,Trans_3_3,0.0011051540711999128,Numeric
57,Type_1_Last_Time,0.0007961076644286116,Numeric
58,Type_4_Count,9.007791278655928e-05,Numeric
59,Type_1_First_Occurrence_Time,4.908531728397317e-19,Numeric
60,Trans_5_1,0.0,Numeric
