Rank,Feature_Name,Importance_Score,Feature_Type
1,Next_Packet_After_First_Stage,0.0340866494405821,Numeric
2,First_Stage_Time_Diff,0.02837978014831257,Numeric
3,Type_6_Last_Time,0.027021562781436578,Numeric
4,Gap_23_Time,0.024140910587389642,Numeric
5,Type_5_Last_Time,0.023299910913392376,Numeric
6,Type_3_Last_Time,0.022773191170664803,Numeric
7,Type_4_Last_Time,0.022266533129635006,Numeric
8,Type_3_First_Occurrence_Time,0.021980154297450805,Numeric
9,A_IAT_P10,0.02197720560578601,Numeric
10,Type_6_Time_Ratio,0.021720919573889094,Numeric
11,Gap_34_Time_Ratio,0.021442483631089047,Numeric
12,Gap_23_Time_Ratio,0.021139214230880946,Numeric
13,Type_6_Time,0.021075789600897926,Numeric
14,A_IAT_P95,0.020749724305065623,Numeric
15,A_IAT_StdDev,0.020310974631681827,Numeric
16,A_IAT_P90,0.01995977312060896,Numeric
17,A_Retran_intervals,0.019917554463266707,Numeric
18,Type_4_First_Occurrence_Time,0.0196121802758463,Numeric
19,Probe_Time_Ratio,0.019328119596162468,Numeric
20,Type_5_First_Occurrence_Time,0.019118642170201337,Numeric
21,A_Kurtosis,0.0187487850541972,Numeric
22,Gap_45_Time_Ratio,0.018586350870461052,Numeric
23,A_Burst_Duration,0.01837147327607088,Numeric
24,Assoc_Time_Ratio,0.01812781143779884,Numeric
25,Gap_34_Time,0.01802007512847283,Numeric
26,A_Mean_IAT,0.01773799184489315,Numeric
27,Range_1,0.017669720014554927,Numeric
28,A_Silence_Max_Duration,0.017257924853594654,Numeric
29,Gap_45_Time,0.017068483791591354,Numeric
30,A_Silence_Avg_Duration,0.01687232225943225,Numeric
31,A_Silence_Total_Duration,0.016705743240244715,Numeric
32,Range_2,0.016449579830498218,Numeric
33,Type_2_Last_Time,0.016309660914113944,Numeric
34,A_Skewness,0.016141874700385684,Numeric
35,A_IAT_Q3,0.01576052117127021,Numeric
36,Type_6_First_Occurrence_Time,0.015415031926827838,Numeric
37,A_CV,0.015346690298014873,Numeric
38,A_IAT_IQR,0.014557441005893321,Numeric
39,A_IAT_Skew_Ratio,0.014092701585888778,Numeric
40,Probe_Time,0.012756307579509298,Numeric
41,Assoc_Time,0.011935760035828469,Numeric
42,Range_1_2,0.011849753251052312,Numeric
43,A_Burst_Rate,0.011252809983948201,Numeric
44,Type_2_First_Occurrence_Time,0.011218969493488011,Numeric
45,A_IAT_Median,0.011025858891837286,Numeric
46,A_IAT_Q1,0.010994118768861468,Numeric
47,A_Silence_Rate,0.007512155854932768,Numeric
48,seq_range_1_2_2_2,0.007467457788384758,Sequence
49,Trans_6_6,0.006290492129515725,Numeric
50,Type_6_Count,0.005841432989326247,Numeric
51,seq_1_2_2_2_3_3_4_5_6_6_6_6,0.005458317355599796,Sequence
52,Trans_2_2,0.005060011589526667,Numeric
53,ex_3_3_4,0.005037924846268808,Excess
54,Trans_3_2,0.0043800682115299515,Numeric
55,Trans_3_3,0.003998865152492853,Numeric
56,ex_2_2_2_3,0.0038735228479425945,Excess
57,Type_2_Count,0.003569841339018164,Numeric
58,Type_3_Count,0.0035088320410788165,Numeric
59,ex_2_2_3,0.003456551254546902,Excess
60,lk_count,0.0034139338975080133,Numeric
61,Type_1_Last_Time,0.003239062982326707,Numeric
62,Trans_1_2,0.003204715963199244,Numeric
63,Trans_2_3,0.0031314354616542054,Numeric
64,Type_1_Count,0.0031244584313167532,Numeric
65,seq_range_1_2_2,0.002609214317347363,Sequence
66,ex_3_2_3_4,0.0025852737596865835,Excess
67,seq_range_1_2_2_2_1_2_2_2,0.001944266698735383,Sequence
68,Trans_3_4,0.0017332957173129561,Numeric
69,seq_range_2_2_2,0.001672904950085013,Sequence
70,Type_4_Count,0.001662624085500164,Numeric
71,seq_1_2_2_3_3_4_5_6_6_6_6,0.0015276674693799868,Sequence
72,lk_elem_1,0.0014512774404422286,Numeric
73,lk_elem_4,0.0013966282979643223,Numeric
74,seq_range_1_2_2_2_1_2_2,0.0013684597370616195,Sequence
75,seq_range_2_2_2_2_2_2,0.0012955838991236712,Sequence
76,Trans_1_3,0.0012689829832869992,Numeric
77,Trans_4_5,0.0012378630052755628,Numeric
78,seq_1_2_2_2_3_3_4_5_6_6_6,0.0011646580115255338,Sequence
79,seq_1_2_3_2_4_5_6_6_6,0.0011138952492066553,Sequence
80,Type_5_Count,0.0011107688465856994,Numeric
81,seq_1_2_2_2_3_3_4_5_6_6,0.001102599811385469,Sequence
82,Trans_4_6,0.001091134312518728,Numeric
83,Trans_5_5,0.0010424411780711508,Numeric
84,Trans_5_6,0.00100473681718634,Numeric
85,Trans_1_1,0.0009989255661215864,Numeric
86,seq_1_2_2_3_2_3_4_5_6_6_6_6,0.0009464252583670063,Sequence
87,ex_3_3_5_5,0.0008519948426841609,Excess
88,Trans_4_4,0.0008321725881258772,Numeric
89,seq_range_2_2,0.0008288356830957332,Sequence
90,seq_1_2_2_2_3_3_5_6_6,0.0007682445179355267,Sequence
91,seq_1_2_2_3_3_4_5_6_6_6,0.0007127938499943797,Sequence
92,lk_elem_5,0.00069463218310802,Numeric
93,seq_1_2_1_2_2_3_3_4_5_6_6_6_6_6_6,0.0006738371285492718,Sequence
94,seq_range_2_2_2_2_2,0.0006731731615196195,Sequence
95,seq_range_1_2_1_2_2_1_2_1_2_2,0.000662215245514942,Sequence
96,Trans_3_6,0.000652686839877848,Numeric
97,seq_range_1_1_2_2_2,0.0006465108625815772,Sequence
98,Trans_3_5,0.0006183680119119254,Numeric
99,seq_range_1_2_2_2_1_2,0.0006132464520915396,Sequence
100,ex_2_1_2_2_3,0.0006066591992694486,Excess
101,ex_4_4_5,0.0005952140840529822,Excess
102,seq_range_2_2_2_2,0.0005856054205187628,Sequence
103,seq_range_2_1_2_2_2,0.0005828799373416603,Sequence
104,seq_1_1_2_2_2_3_3_4_5_6_6_6_6,0.0005806640439697899,Sequence
105,ex_1_1_1_2,0.000572669385256056,Excess
106,seq_1_2_2_2_3_3_4_5_6_6_6_6_6_6,0.0005557803145877943,Sequence
107,seq_range_1_2_2_1_2_2,0.0005541330851227908,Sequence
108,lk_elem_3,0.0005390802441244075,Numeric
109,ex_1_3_2,0.0005231808988814769,Excess
110,ex_2_2_2_4_4,0.0005196932218436463,Excess
111,seq_1_2_2_3_4_5_6_6_6,0.0004907668506649146,Sequence
112,ex_3_3_3_4,0.0004902194705801367,Excess
113,seq_range_2_2_2_1_2,0.00047731892502797583,Sequence
114,ex_3_3_2_4,0.00046571177513709974,Excess
115,seq_1_2_2_3_3_5_6_6_6_6,0.0004619919938499948,Sequence
116,Trans_2_4,0.0004405448849132608,Numeric
117,seq_1_2_2_2_3_4_5_6_6_6_6,0.0004081030407802611,Sequence
118,ex_1_1_2,0.0004070189000259916,Excess
119,ex_3_5_5,0.000374298133940969,Excess
120,seq_2_3_4_5_6_6_6_6,0.0003671182764433477,Sequence
121,seq_1_2_3_3_5_6_6_6_6_6,0.000362728178990162,Sequence
122,seq_1_2_2_2_3_3_4_5_5_6_6_6_6,0.00035452425103338104,Sequence
123,seq_1_1_2_3_2_2_3_4_6_6_6_6_6,0.00034891816074803834,Sequence
124,seq_1_2_3_2_2_3_4_5_6_6_6_6,0.00033615770359838156,Sequence
125,seq_range_1_2_1_2_2,0.00033369401507664625,Sequence
126,seq_2_3_5_6_6_6_6_6_6_6_6,0.0003231303868643494,Sequence
127,seq_range_1_2,0.0003185668526197012,Sequence
128,ex_3_2_3_3_4,0.0003155420252370259,Excess
