Rank,Feature_Name,Importance_Score,Feature_Type
1,Next_Packet_After_First_Stage,0.04307928820015626,Numeric
2,Type_6_Last_Time,0.033792812535240205,Numeric
3,First_Stage_Time_Diff,0.030437066269127334,Numeric
4,Gap_23_Time,0.029508595973783493,Numeric
5,A_IAT_P95,0.028248264061177423,Numeric
6,A_IAT_StdDev,0.025268348034061357,Numeric
7,Type_5_First_Occurrence_Time,0.024943064783499485,Numeric
8,Type_3_Last_Time,0.02442604152563594,Numeric
9,A_Mean_IAT,0.024324316234744254,Numeric
10,A_IAT_IQR,0.023450464338924698,Numeric
11,Type_4_First_Occurrence_Time,0.022873241078722444,Numeric
12,Gap_23_Time_Ratio,0.022790216734675302,Numeric
13,Range_2,0.02223075286438099,Numeric
14,Type_6_Time,0.02126921799169567,Numeric
15,Type_4_Last_Time,0.02118726060956411,Numeric
16,Type_3_First_Occurrence_Time,0.020729626891177525,Numeric
17,Gap_34_Time,0.020580635330155816,Numeric
18,Gap_45_Time_Ratio,0.020309800469812914,Numeric
19,A_IAT_P90,0.020309128115364134,Numeric
20,Type_5_Last_Time,0.02019034628124331,Numeric
21,Type_6_Time_Ratio,0.019523608445944876,Numeric
22,A_IAT_Q3,0.019246843708361366,Numeric
23,A_Silence_Max_Duration,0.018652965819410304,Numeric
24,Gap_34_Time_Ratio,0.018506014814337075,Numeric
25,A_IAT_P10,0.017982538317334745,Numeric
26,A_IAT_Q1,0.017976033850185997,Numeric
27,A_Silence_Avg_Duration,0.01789881452223003,Numeric
28,Type_6_First_Occurrence_Time,0.017893208739750414,Numeric
29,A_Retran_intervals,0.017768156315819707,Numeric
30,Gap_45_Time,0.017480638330777412,Numeric
31,Range_1,0.016171844814287843,Numeric
32,Assoc_Time_Ratio,0.015173088579370199,Numeric
33,Type_2_First_Occurrence_Time,0.014820064048871102,Numeric
34,A_IAT_Median,0.014765418236694871,Numeric
35,Probe_Time_Ratio,0.01452145856423873,Numeric
36,Assoc_Time,0.01432235323402733,Numeric
37,A_Silence_Total_Duration,0.014132473103684715,Numeric
38,A_Skewness,0.013908942906423716,Numeric
39,A_IAT_Skew_Ratio,0.012828605455338862,Numeric
40,A_Kurtosis,0.012409424241987798,Numeric
