Time,Dst,Type
0.0,0,3
7.867813110351562e-06,0,3
0.00406193733215332,0,4
0.010265827178955078,0,5
0.02393794059753418,0,6
0.027383804321289062,0,6
0.02965092658996582,0,6
0.03250598907470703,0,6
21.65688180923462,1,1
21.65689182281494,0,2
21.65900683403015,0,2
21.679781913757324,1,1
21.679812908172607,0,2
21.681140899658203,0,2
21.68206286430359,0,2
81.07679891586304,1,1
81.076828956604,0,2
81.07780599594116,0,2
81.07937979698181,0,2
81.09863495826721,1,1
81.0986659526825,0,2
81.09973788261414,0,2
81.09976387023926,0,2
