Time,Dst,Type
0.0,0,3
0.002980947494506836,0,4
0.009425163269042969,0,5
0.025908946990966797,0,6
0.06070995330810547,0,6
0.06073498725891113,0,6
0.06074094772338867,0,6
0.06325912475585938,0,6
0.06419610977172852,0,6
6.5000200271606445,1,1
6.501115083694458,0,2
6.50112509727478,0,2
6.502524137496948,0,2
6.5219550132751465,1,1
6.5219810009002686,0,2
6.522992134094238,0,2
6.5242791175842285,0,2
15.218295097351074,1,1
15.219395160675049,0,2
15.220497131347656,0,2
15.241503953933716,0,2
15.242565155029297,0,2
25.270946979522705,1,1
25.27253794670105,0,2
25.272552013397217,0,2
25.273064136505127,0,2
25.299755096435547,1,1
