Sample,Type_6_Last_Occurrence_Time,Type_Sequence_In_Range,First_Stage_Time_Diff,Next_Packet_After_First_Stage,Avg_Time_Dst_1,Dst_One_Exists,Dst_One_Count,Type_Unique_Count,Type_Sequence,Type_1_First_Occurrence_Time,Type_2_First_Occurrence_Time,Type_3_First_Occurrence_Time,Type_4_First_Occurrence_Time,Type_5_First_Occurrence_Time,Type_6_First_Occurrence_Time,Type_1_Count,Type_2_Count,Type_3_Count,Type_4_Count,Type_5_Count,Type_6_Count,Type_2_First_Occurrence_Time_Diff,Type_3_First_Occurrence_Time_Diff,Type_4_First_Occurrence_Time_Diff,Type_5_First_Occurrence_Time_Diff,Type_6_First_Occurrence_Time_Diff,Type_Sequence_Descending_Count,Label
70,0.0634770393371582,"1,2,2,2,1,2,2",0.0634770393371582,1.654695987701416,6.885068833827972,0,0,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,2.5987625122070312e-05,0.0078489780426025,0.01214599609375,0.0186750888824462,0.0294051170349121,1,3,2,1,1,3,2.5987625122070312e-05,0.007822990417480429,0.004297018051147501,0.006529092788696199,0.0107300281524659,0,HUAWEI-mate50pro
71,0.0654621124267578,"1,2,2,2,1",0.0654621124267578,1.8598721027374268,6.977004528045654,0,0,5,"1,2,2,2,3,3,4,4,6,6,6",0.0,2.5033950805664062e-05,0.0061480998992919,0.0084450244903564,0.0,0.0241100788116455,1,3,2,2,0,3,2.5033950805664062e-05,0.006123065948486236,0.0022969245910645,-0.0084450244903564,0.0241100788116455,0,HUAWEI-mate50pro
72,0.1552200317382812,"1,2,2,2,1,2,2,2",0.1552200317382812,1.8249199390411377,6.885017931461334,0,0,6,"1,3,2,2,2,3,4,5,6,6,6",0.0,0.0430600643157959,0.015273094177246,0.0569598674774169,0.0721909999847412,0.127608060836792,1,3,2,1,1,3,0.0430600643157959,-0.0277869701385499,0.0416867733001709,0.015231132507324295,0.055417060852050795,1,HUAWEI-mate50pro
73,0.1205759048461914,"1,2,2,2,1,2,2,2",0.1205759048461914,1.8159558773040767,6.995548188686371,0,0,6,"1,3,2,2,2,3,4,5,6,6",0.0,0.041841983795166,0.0132520198822021,0.0573470592498779,0.0685930252075195,0.0916268825531005,1,3,2,1,1,2,0.041841983795166,-0.028589963912963902,0.0440950393676758,0.011245965957641602,0.023033857345581,1,HUAWEI-mate50pro
74,0.196451187133789,"1,2,2",0.196451187133789,0.9341821670532228,0.31807438532511395,1,2,6,"1,2,2,2,1,2,2,1,3,2,2,3,4,5,6,6",0.0,3.409385681152344e-05,0.1598870754241943,0.1630442142486572,0.1697461605072021,0.1922371387481689,3,7,2,1,1,2,3.409385681152344e-05,0.15985298156738278,0.0031571388244628906,0.006701946258544894,0.022490978240966797,3,HUAWEI-mate60pro
75,0.2229020595550537,"1,2,2,2",0.2229020595550537,1.011112928390503,0.5055564641952515,1,1,6,"1,2,2,2,1,1,1,1,1,1,1,3,2,2,2,3,4,5,6,6,6,6",0.0,2.5987625122070312e-05,0.1801209449768066,0.1872689723968505,0.194350004196167,0.2131130695343017,8,6,2,1,1,4,2.5987625122070312e-05,0.18009495735168454,0.00714802742004389,0.0070810317993164895,0.01876306533813471,2,HUAWEI-mate60pro
76,0.2106599807739257,"1,2,2",0.2106599807739257,0.9357750415802002,2.7340660095214844,1,2,6,"1,2,1,2,2,2,1,2,3,2,2,3,4,5,6,6",0.0,0.0019710063934326,0.1752030849456787,0.1788721084594726,0.1858999729156494,0.2078320980072021,3,7,2,1,1,2,0.0019710063934326,0.17323207855224612,0.00366902351379389,0.007027864456176786,0.021932125091552707,3,HUAWEI-mate60pro
77,0.1996028423309326,"1,2,2",0.1996028423309326,0.9335818290710448,0.31802956263224275,1,2,5,"1,2,2,2,1,2,2,1,2,3,3,5,6,6,6",0.0,2.002716064453125e-05,0.1636099815368652,0.0,0.1718878746032714,0.1805870532989502,3,6,2,0,1,3,2.002716064453125e-05,0.16358995437622068,-0.1636099815368652,0.1718878746032714,0.008699178695678794,2,HUAWEI-mate60pro
78,0.2187490463256836,"1,2,2,2",0.2187490463256836,1.0111651420593262,2.7566312551498418,1,2,5,"1,2,2,1,2,2,2,1,2,3,2,2,3,5,6",0.0,3.1948089599609375e-05,0.1865410804748535,0.0,0.1968080997467041,0.2013380527496338,3,8,2,0,1,1,3.1948089599609375e-05,0.18650913238525388,-0.1865410804748535,0.1968080997467041,0.0045299530029296875,3,HUAWEI-mate60pro
79,0.2210941314697265,"1,2,2",0.2210941314697265,0.9764449596405028,5.471981525421143,0,0,6,"2,2,1,2,3,2,2,3,4,5,6,6,6",0.185953140258789,0.0,0.1859900951385498,0.1899240016937255,0.1966509819030761,0.2054841518402099,1,5,2,1,1,3,-0.185953140258789,0.1859900951385498,0.003933906555175698,0.006726980209350586,0.008833169937133817,2,HUAWEI-mate60pro
80,0.1796450614929199,"1,2,2,2",0.1796450614929199,9.983598947525024,3.3346973260243735,1,2,6,"1,2,2,2,1,2,2,1,3,2,2,4,5,6,6,6",0.0,0.001033067703247,0.1460230350494384,0.149817943572998,0.1560659408569336,0.1725749969482422,3,7,1,1,1,3,0.001033067703247,0.1449899673461914,0.003794908523559598,0.006247997283935602,0.016509056091308594,3,HUAWEI-mate60pro
81,0.2117390632629394,"1,2,2,2",0.2117390632629394,0.97284197807312,0.4960914850234985,1,1,6,"2,2,1,2,2,2,1,2,2,3,3,3,4,5,6,6,6",0.0193409919738769,0.0,0.1750938892364502,0.1775028705596923,0.1844279766082763,0.199765920639038,2,7,3,1,1,3,-0.0193409919738769,0.1750938892364502,0.0024089813232421042,0.006925106048584012,0.015337944030761691,2,HUAWEI-mate60pro
82,0.207338809967041,"1,2,2,2",0.207338809967041,0.969228982925415,0.4945778846740722,1,1,6,"2,2,2,1,2,2,2,3,2,2,4,5,6,6,6",0.0199267864227294,0.0,0.1688358783721923,0.1737418174743652,0.1800799369812011,0.1921048164367675,1,8,1,1,1,3,-0.0199267864227294,0.1688358783721923,0.004905939102172907,0.006338119506835882,0.012024879455566406,2,HUAWEI-mate60pro
83,0.2360949516296386,"1,2,2,2",0.2360949516296386,1.0130760669708252,2.751332461833954,1,2,5,"1,2,1,2,2,2,1,2,2,2,3,3,5,6",0.0,0.0017709732055664,0.1989150047302246,0.0,0.206683874130249,0.2326340675354004,3,7,2,0,1,1,0.0017709732055664,0.1971440315246582,-0.1989150047302246,0.206683874130249,0.025950193405151395,2,HUAWEI-mate60pro
84,0.231705904006958,"1,2,2",0.231705904006958,1.026336908340454,3.676739613215128,1,1,6,"2,2,1,2,2,1,2,3,3,3,4,5,6,6",0.0194170475006103,0.0,0.1974830627441406,0.2003750801086425,0.2071421146392822,0.2226569652557373,2,5,3,1,1,2,-0.0194170475006103,0.1974830627441406,0.0028920173645018976,0.006767034530639704,0.015514850616455106,2,HUAWEI-mate60pro
85,0.1989929676055908,"2,2,2",0.1989929676055908,0.9616620540618896,3.335587978363037,1,2,6,"1,2,2,1,2,2,1,2,3,2,2,3,4,5,6",0.0,0.0010099411010742,0.1609370708465576,0.1636960506439209,0.1710550785064697,0.1735949516296386,3,7,2,1,1,1,0.0010099411010742,0.1599271297454834,0.002758979797363309,0.0073590278625488,0.00253987312316889,3,HUAWEI-mate60pro
86,0.0342271327972412,,0.0342271327972412,0.0,0.0,0,0,5,"1,2,2,3,3,5,6,6,6",0.0,2.9087066650390625e-05,0.0014340877532958,0.0,0.009031057357788,0.0239119529724121,1,2,2,0,1,3,2.9087066650390625e-05,0.0014050006866454094,-0.0014340877532958,0.009031057357788,0.0148808956146241,0,HUAWEI-MateBook
87,0.0324828624725341,,0.0324828624725341,0.0,0.0,0,0,6,"1,2,3,3,4,5,6,6",0.0,0.0015130043029785,0.001533031463623,0.0028038024902343,0.0121169090270996,0.0301008224487304,1,1,2,1,1,2,0.0015130043029785,2.0027160644500025e-05,0.0012707710266113,0.0093131065368653,0.017983913421630797,0,HUAWEI-MateBook
88,0.0222868919372558,,0.0222868919372558,0.0,0.0,0,0,6,"1,2,2,3,2,3,4,5,6,6,6",0.0,2.789497375488281e-05,0.0011630058288574,0.0021438598632812,0.009070873260498,0.0191068649291992,1,3,2,1,1,3,2.789497375488281e-05,0.0011351108551025172,0.0009808540344238002,0.0069270133972168,0.010035991668701201,1,HUAWEI-MateBook
89,0.0233869552612304,,0.0233869552612304,0.0,0.0,0,0,3,"1,5,6,6,6",0.0,0.0,0.0,0.0,0.0091118812561035,0.01664400100708,1,0,0,0,1,3,0.0,0.0,0.0,0.0091118812561035,0.007532119750976498,0,HUAWEI-MateBook
90,0.0306618213653564,,0.0306618213653564,0.0,0.0,0,0,6,"1,2,2,3,3,4,5,6",0.0,1.883506774902344e-05,0.0025439262390136,0.0035789012908935,0.0093498229980468,0.0244059562683105,1,2,2,1,1,1,1.883506774902344e-05,0.0025250911712645764,0.0010349750518799002,0.0057709217071533,0.015056133270263698,0,HUAWEI-MateBook
91,0.0282409191131591,,0.0282409191131591,0.0,0.0,0,0,6,"1,2,2,3,2,3,4,5,6,6,6,6",0.0,3.0040740966796875e-05,0.0015280246734619,0.0024878978729248,0.0096609592437744,0.0256249904632568,1,3,2,1,1,4,3.0040740966796875e-05,0.001497983932495103,0.0009598731994629,0.007173061370849601,0.0159640312194824,1,HUAWEI-MateBook
92,0.0255517959594726,,0.0255517959594726,0.0,0.0,0,0,6,"1,2,2,2,3,3,4,5,6,6",0.0,0.0015008449554443,0.0029919147491455,0.003835916519165,0.0104730129241943,0.0237889289855957,1,3,2,1,1,2,0.0015008449554443,0.0014910697937012,0.0008440017700195,0.0066370964050292995,0.0133159160614014,0,HUAWEI-MateBook
93,0.0197739601135253,,0.0197739601135253,0.0,0.0,0,0,3,"2,3,3,6,6,6",0.0,0.0,0.0009169578552246,0.0,0.0,0.0153160095214843,0,1,2,0,0,3,0.0,0.0009169578552246,-0.0009169578552246,0.0,0.0153160095214843,0,HUAWEI-MateBook
94,0.0306000709533691,,0.0306000709533691,0.0,0.0,0,0,5,"1,3,2,2,4,6,6,6",0.0,0.0012259483337402,1.4066696166992188e-05,0.0032670497894287,0.0,0.0272049903869628,1,2,1,1,0,3,0.0012259483337402,-0.0012118816375732077,0.003252983093261708,-0.0032670497894287,0.0272049903869628,1,HUAWEI-MateBook
95,16.619173049926758,,16.619173049926758,0.0,0.0,0,0,5,"1,2,2,3,3,3,3,3,3,3,4,6,6,6,1,2,3,3,6,6,6",0.0,0.0015358924865722,0.0015759468078613,0.0037119388580322,0.0,0.0209600925445556,2,3,9,1,0,6,0.0015358924865722,4.0054321289100013e-05,0.0021359920501709,-0.0037119388580322,0.0209600925445556,1,HUAWEI-MateBook
96,0.8131811618804932,,0.8131811618804932,0.0,0.0248150825500488,1,2,6,"1,2,2,1,2,2,2,1,1,2,2,3,3,3,4,5,6,6,6,6",0.0,2.2172927856445312e-05,0.7961981296539307,0.7970452308654785,0.8044462203979492,0.8066380023956299,4,7,3,1,1,4,2.2172927856445312e-05,0.7961759567260742,0.0008471012115478516,0.007400989532470703,0.002191781997680664,2,HUAWEI-MateBook
97,0.0299339294433593,,0.0299339294433593,0.0,0.0,0,0,6,"1,2,2,3,4,5,6,6",0.0,0.0014209747314453,0.0023829936981201,0.0024139881134033,0.0100619792938232,0.0265939235687255,1,2,1,1,1,2,0.0014209747314453,0.0009620189666747999,3.099441528320009e-05,0.007647991180419901,0.0165319442749023,0,HUAWEI-MateBook
98,0.0352048873901367,"1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2",0.0352048873901367,2.1014280319213867,1.7848179817199707,1,1,4,"1,2,2,2,3,5",0.0,0.0012400150299072,0.0208039283752441,0.0,0.0294559001922607,0.0,1,3,1,0,1,0,0.0012400150299072,0.0195639133453369,-0.0208039283752441,0.0294559001922607,-0.0294559001922607,0,IPAD-11air
99,0.0426111221313476,"1,2,2,1,2,2,1,2,2,2,1,2,2,2",0.0426111221313476,2.083677053451538,1.7379088878631592,1,1,6,"1,2,2,2,3,4,5,6,6,6",0.0,3.600120544433594e-05,0.019374132156372,0.0217151641845703,0.0289762020111084,0.0372371673583984,1,3,1,1,1,3,3.600120544433594e-05,0.019338130950927665,0.0023410320281982977,0.0072610378265381,0.008260965347290004,0,IPAD-11air
100,0.0577800273895263,"2,2,2,1",0.0577800273895263,2.1050779819488525,1.080049991607666,1,1,6,"1,2,2,3,3,4,5,6,6,6,6",0.0,0.0012409687042236,0.0204370021820068,0.0220580101013183,0.0285630226135253,0.0415050983428955,1,2,2,1,1,4,0.0012409687042236,0.0191960334777832,0.0016210079193114992,0.006505012512207,0.0129420757293702,0,IPAD-11air
101,0.0472288131713867,"1,2,2,2,1,2,2,2",0.0472288131713867,2.087500810623169,1.4100786050160725,1,1,5,"1,2,2,2,3,3,4,6,6,6,6",0.0,2.5987625122070312e-05,0.0213208198547363,0.0223579406738281,0.0,0.0434298515319824,1,3,2,1,0,4,2.5987625122070312e-05,0.02129483222961423,0.0010371208190918003,-0.0223579406738281,0.0434298515319824,0,IPAD-11air
102,0.0426650047302246,"1,2,2,2,2,2,1,2,2,1,2,2",0.0426650047302246,2.0953569412231445,1.758192002773285,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,3.695487976074219e-05,0.0199251174926757,0.0225489139556884,0.0280849933624267,0.035614013671875,1,3,2,1,1,3,3.695487976074219e-05,0.01988816261291496,0.0026237964630126988,0.005536079406738299,0.007529020309448301,0,IPAD-11air
103,0.0552971363067626,"1,2,2,2,1,2,2,2,1,2,2,2,1",0.0552971363067626,2.118100166320801,1.8309900760650635,1,1,5,"1,2,2,3,3,5,6,6,6,6",0.0,2.1219253540039062e-05,0.0202682018280029,0.0,0.0328590869903564,0.0491421222686767,1,2,2,0,1,4,2.1219253540039062e-05,0.02024698257446286,-0.0202682018280029,0.0328590869903564,0.016283035278320306,0,IPAD-11air
104,0.0425250530242919,"2,2,2,1,2,2,2",0.0425250530242919,2.078953981399536,1.066843032836914,1,1,5,"1,2,2,2,3,3,4,5",0.0,3.409385681152344e-05,0.0192749500274658,0.0206968784332275,0.0275700092315673,0.0,1,3,2,1,1,0,3.409385681152344e-05,0.019240856170654276,0.0014219284057617014,0.006873130798339799,-0.0275700092315673,0,IPAD-11air
105,0.0483038425445556,"1,2,2,1,2,2,2,1,2,2,2,1,2,2",0.0483038425445556,2.108531951904297,1.7574053287506104,1,1,6,"1,2,2,2,3,3,4,5,6",0.0,0.0039169788360595,0.0237879753112792,0.0253098011016845,0.0312027931213378,0.045644998550415,1,3,2,1,1,1,0.0039169788360595,0.0198709964752197,0.0015218257904053012,0.0058929920196532995,0.014442205429077197,0,IPAD-11air
106,0.049468994140625,"2,2,2,1,2,2,2",0.049468994140625,2.101903915405273,1.078142523765564,1,1,6,"1,2,2,2,3,4,5,6,6,6",0.0,3.1948089599609375e-05,0.0204439163208007,0.0241889953613281,0.0315668582916259,0.0458819866180419,1,3,1,1,1,3,3.1948089599609375e-05,0.020411968231201092,0.0037450790405273993,0.0073778629302977995,0.014315128326416002,0,IPAD-11air
107,0.042018175125122,"1,2,2,2,1,2,2,2,1,2,2,1,2,2,2",0.042018175125122,2.108919143676758,1.8232034683227538,1,1,6,"1,2,2,3,3,4,5,6,6,6",0.0,0.0010621547698974,0.0216031074523925,0.0225100517272949,0.0296320915222167,0.0378279685974121,1,2,2,1,1,3,0.0010621547698974,0.0205409526824951,0.0009069442749024027,0.007122039794921799,0.008195877075195403,0,IPAD-11air
108,0.0522060394287109,"1,2,2,2,1,2,2,1,2,2,1,2,2,2",0.0522060394287109,2.0778110027313232,1.7540473937988281,1,1,6,"1,2,2,2,3,3,3,4,5,6,6,6",0.0,0.0014550685882568,0.0207250118255615,0.0239100456237792,0.0296669006347656,0.0483150482177734,1,3,3,1,1,3,0.0014550685882568,0.019269943237304698,0.0031850337982177006,0.005756855010986401,0.018648147583007802,0,IPAD-11air
109,0.0538029670715332,"1,2,2,2,1,2,1,2,2,1,2,2",0.0538029670715332,2.08467698097229,1.8734244346618651,1,1,6,"1,2,2,3,4,5,6,6",0.0,0.0022180080413818,0.0225670337677001,0.0249671936035156,0.031182050704956,0.047922134399414,1,2,1,1,1,2,0.0022180080413818,0.0203490257263183,0.002400159835815499,0.0062148571014403985,0.016740083694458,0,IPAD-11air
110,0.056582928,,0.056582928,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,0.001204014,0.024945974,0.028813839,0.03587985,0.050116062,1,3,2,1,1,3,0.001204014,0.02374196,0.0038678650000000016,0.007066010999999997,0.014236212000000005,0,IP-14
111,0.0421080589294433,,0.0421080589294433,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,3.0994415283203125e-05,0.0228898525238037,0.026663064956665,0.032938003540039,0.0385830402374267,1,3,2,1,1,3,3.0994415283203125e-05,0.022858858108520497,0.0037732124328613004,0.006274938583373999,0.005645036697387702,0,IP-14
112,0.0490059852600097,,0.0490059852600097,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6",0.0,2.9087066650390625e-05,0.0239450931549072,0.0256891250610351,0.0318601131439209,0.0453791618347168,1,3,2,1,1,2,2.9087066650390625e-05,0.023916006088256808,0.001744031906127902,0.006170988082885798,0.013519048690795898,0,IP-14
113,0.0552461147308349,,0.0552461147308349,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,2.9087066650390625e-05,0.0277678966522216,0.0299019813537597,0.0362629890441894,0.0501840114593505,1,3,2,1,1,3,2.9087066650390625e-05,0.02773880958557121,0.0021340847015381,0.006361007690429698,0.013921022415161105,0,IP-14
114,0.0590569972991943,,0.0590569972991943,0.0,0.0,1,1,5,"1,2,2,2,4,5,6,6,6,6",0.0,3.0994415283203125e-05,0.0,0.0271880626678466,0.0352070331573486,0.0521390438079834,1,3,0,1,1,4,3.0994415283203125e-05,-3.0994415283203125e-05,0.0271880626678466,0.008018970489501998,0.0169320106506348,0,IP-14
115,0.0553359985351562,,0.0553359985351562,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6",0.0,3.504753112792969e-05,0.0232460498809814,0.027001142501831,0.033931016921997,0.0492830276489257,1,3,2,1,1,1,3.504753112792969e-05,0.02321100234985347,0.003755092620849599,0.006929874420166002,0.015352010726928697,0,IP-14
116,0.0828340053558349,,0.0828340053558349,0.0,0.0,1,1,5,"1,2,4,5,6,6,6,6",0.0,0.0105221271514892,0.0,0.0520639419555664,0.061842918395996,0.0719740390777587,1,1,0,1,1,4,0.0105221271514892,-0.0105221271514892,0.0520639419555664,0.009778976440429597,0.01013112068176271,0,IP-14
117,0.0559198856353759,,0.0559198856353759,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,0.0019290447235107,0.0247790813446044,0.0269570350646972,0.0334970951080322,0.0513699054718017,1,3,2,1,1,3,0.0019290447235107,0.022850036621093698,0.002177953720092801,0.006540060043334999,0.017872810363769503,0,IP-14
118,0.0567600727081298,,0.0567600727081298,0.0,0.0,1,1,6,"1,2,2,3,3,4,5,6,6",0.0,0.0009951591491699,0.0231339931488037,0.0265200138092041,0.0334820747375488,0.0508110523223876,1,2,2,1,1,2,0.0009951591491699,0.0221388339996338,0.003386020660400401,0.006962060928344699,0.017328977584838798,0,IP-14
119,0.0443580150604248,,0.0443580150604248,0.0,0.0,1,1,6,"1,2,2,2,3,3,3,4,5,6,6,6",0.0,3.0994415283203125e-05,0.023249864578247,0.0248000621795654,0.0323100090026855,0.0397908687591552,1,3,3,1,1,3,3.0994415283203125e-05,0.023218870162963798,0.0015501976013183975,0.0075099468231201,0.007480859756469699,0,IP-14
120,0.0447030067443847,,0.0447030067443847,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6",0.0,3.1948089599609375e-05,0.0251359939575195,0.0267469882965087,0.0332889556884765,0.0405008792877197,1,3,2,1,1,2,3.1948089599609375e-05,0.02510404586791989,0.0016109943389891988,0.006541967391967801,0.007211923599243199,0,IP-14
121,0.0461261272430419,,0.0461261272430419,0.0,0.0,1,1,5,"1,2,2,2,3,3,4,6,6,6",0.0,0.0009191036224365,0.0278379917144775,0.0295100212097167,0.0,0.0421981811523437,1,3,2,1,0,3,0.0009191036224365,0.026918888092041002,0.0016720294952391988,-0.0295100212097167,0.0421981811523437,0,IP-14
122,0.0531539916992187,,0.0531539916992187,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,0.0012738704681396,0.023245096206665,0.0253159999847412,0.0310690402984619,0.0484020709991455,1,3,2,1,1,3,0.0012738704681396,0.0219712257385254,0.0020709037780761996,0.0057530403137207,0.0173330307006836,0,IPhone-12_LTE32
123,0.0461418628692626,,0.0461418628692626,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,3.4809112548828125e-05,0.0240039825439453,0.0251169204711914,0.0316798686981201,0.0402557849884033,1,3,2,1,1,3,3.4809112548828125e-05,0.02396917343139647,0.0011129379272461007,0.006562948226928704,0.008575916290283196,0,IPhone-12_LTE32
124,0.0457870960235595,,0.0457870960235595,0.0,0.0,1,1,6,"1,2,2,2,3,3,3,4,5,6,6",0.0,3.0994415283203125e-05,0.0226500034332275,0.0253489017486572,0.0322399139404296,0.0427770614624023,1,3,3,1,1,2,3.0994415283203125e-05,0.022619009017944298,0.002698898315429698,0.0068910121917723985,0.010537147521972705,0,IPhone-12_LTE32
125,0.04777193069458,,0.04777193069458,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6,6,6,6",0.0,3.0994415283203125e-05,0.0238828659057617,0.026106834411621,0.0327208042144775,0.0381250381469726,1,3,2,1,1,6,3.0994415283203125e-05,0.0238518714904785,0.0022239685058592987,0.006613969802856497,0.005404233932495103,0,IPhone-12_LTE32
126,0.0415821075439453,,0.0415821075439453,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,3.0040740966796875e-05,0.0239531993865966,0.0254991054534912,0.0318551063537597,0.0387561321258544,1,3,2,1,1,3,3.0040740966796875e-05,0.023923158645629803,0.0015459060668946006,0.006356000900268503,0.006901025772094699,0,IPhone-12_LTE32
127,0.0487191677093505,,0.0487191677093505,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,0.0012409687042236,0.0226430892944335,0.024799108505249,0.0313820838928222,0.0446150302886962,1,3,2,1,1,3,0.0012409687042236,0.0214021205902099,0.002156019210815499,0.006582975387573204,0.013232946395873996,0,IPhone-12_LTE32
128,0.0865101814270019,,0.0865101814270019,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6",0.0,0.0031981468200683,0.0454671382904052,0.0521361827850341,0.05904221534729,0.0681290626525878,1,3,2,1,1,1,0.0031981468200683,0.0422689914703369,0.006669044494628906,0.006906032562255894,0.009086847305297796,0,IPhone-12_LTE32
129,0.046091079711914,,0.046091079711914,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6",0.0,3.719329833984375e-05,0.0247120857238769,0.0262670516967773,0.0325281620025634,0.0406491756439209,1,3,2,1,1,2,3.719329833984375e-05,0.024674892425537057,0.0015549659729003976,0.006261110305786102,0.008121013641357498,0,IPhone-12_LTE32
130,0.0515179634094238,,0.0515179634094238,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6",0.0,0.0010349750518798,0.0231428146362304,0.0263278484344482,0.0328259468078613,0.0399658679962158,1,3,2,1,1,1,0.0010349750518798,0.0221078395843506,0.003185033798217801,0.0064980983734131,0.007139921188354499,0,IPhone-12_LTE32
131,0.0474500656127929,,0.0474500656127929,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,4,5,6,6,6",0.0,3.0040740966796875e-05,0.0237998962402343,0.0248410701751709,0.032362937927246,0.0434880256652832,1,3,2,2,1,3,3.0040740966796875e-05,0.023769855499267502,0.0010411739349365998,0.007521867752075098,0.011125087738037207,0,IPhone-12_LTE32
132,0.0516691207885742,,0.0516691207885742,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,3.0040740966796875e-05,0.0223870277404785,0.0236380100250244,0.0305509567260742,0.0474629402160644,1,3,2,1,1,3,3.0040740966796875e-05,0.0223569869995117,0.001250982284545902,0.006912946701049801,0.016911983489990196,0,IPhone-12_LTE32
133,0.0405108928680419,,0.0405108928680419,0.0,0.0,1,1,6,"1,2,2,2,3,3,4,5,6,6,6,6,6",0.0,2.694129943847656e-05,0.0232760906219482,0.0246288776397705,0.0331048965454101,0.0357248783111572,1,3,2,1,1,5,2.694129943847656e-05,0.023249149322509724,0.0013527870178223003,0.0084760189056396,0.002619981765747098,0,IPhone-12_LTE32
134,0.0574531555175781,"2,2,2,2,2,2",0.0574531555175781,11.312238216400146,0.0,0,0,6,"1,2,2,2,3,3,4,5,6,6",0.0,7.152557373046875e-06,0.0011219978332519,0.0054810047149658,0.0121171474456787,0.0197131633758544,1,3,2,1,1,2,7.152557373046875e-06,0.0011148452758788531,0.0043590068817139,0.0066361427307129,0.007596015930175698,0,OPPO-FINDX3PRO_1
135,0.0678298473358154,,0.0678298473358154,0.0,0.0,0,0,5,"1,2,2,3,3,4,6,6",0.0,1.9073486328125e-06,0.0019478797912597,0.0099949836730957,0.0,0.0600028038024902,1,2,2,1,0,2,1.9073486328125e-06,0.0019459724426268874,0.008047103881836,-0.0099949836730957,0.0600028038024902,0,OPPO-FINDX3PRO_1
136,0.0625319480895996,,0.0625319480895996,0.0,0.0,0,0,6,"1,2,3,2,3,4,5,6,6,6",0.0,0.0011050701141357,0.0011088848114013,0.0052170753479003,0.0117840766906738,0.0175230503082275,1,2,2,1,1,3,0.0011050701141357,3.8146972656000634e-06,0.004108190536499001,0.0065670013427735,0.0057389736175537005,1,OPPO-FINDX3PRO_1
137,0.0676460266113281,,0.0676460266113281,0.0,0.0,0,0,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,9.059906005859377e-06,0.0043740272521972,0.0089421272277832,0.015334129333496,0.0260329246520996,1,3,2,1,1,3,9.059906005859377e-06,0.00436496734619134,0.004568099975586,0.0063920021057128,0.010698795318603599,0,OPPO-FINDX3PRO_1
138,0.0466301441192626,"2,2,2",0.0466301441192626,2.611961126327514,0.0,0,0,6,"1,2,3,2,2,3,4,5,6,6,6,6",0.0,8.106231689453125e-06,9.059906005859377e-06,0.0055069923400878,0.0115220546722412,0.0149879455566406,1,3,2,1,1,4,8.106231689453125e-06,9.536743164062517e-07,0.005497932434081941,0.0060150623321534,0.0034658908843994,1,OPPO-FINDX3PRO_1
139,0.0613319873809814,"2,2,2,2,2,2",0.0613319873809814,2.535064935684204,0.0,0,0,6,"1,2,2,2,3,3,4,5,6,6,6",0.0,1.0013580322265623e-05,0.0058319568634033,0.0089099407196044,0.0154569149017333,0.0180559158325195,1,3,2,1,1,3,1.0013580322265623e-05,0.005821943283081035,0.0030779838562011,0.006546974182128899,0.0025990009307862005,0,OPPO-FINDX3PRO_1
140,0.0958838462829589,"2,2,2,2,2,2",0.0958838462829589,2.642908811569214,0.0,0,0,6,"1,2,3,2,2,3,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6",0.0,7.867813110351562e-06,1.0013580322265623e-05,0.005944013595581,0.0126528739929199,0.0155079364776611,1,3,2,1,1,14,7.867813110351562e-06,2.145767211914061e-06,0.005934000015258734,0.006708860397338899,0.0028550624847412005,1,OPPO-FINDX3PRO_1
