Time,Dst,Type
0.0,0,1
0.0014269351959228516,0,2
0.002794981002807617,0,2
0.0028159618377685547,0,2
0.006087779998779297,0,3
0.006115913391113281,0,3
0.0074307918548583984,0,4
0.014938831329345703,0,5
0.029095888137817383,0,6
0.03336596488952637,0,6
0.03542590141296387,0,6
0.037448883056640625,0,6
2.6630568504333496,1,1
2.663066864013672,0,2
2.664132833480835,0,2
2.664144992828369,0,2
2.6832399368286133,1,1
2.6832518577575684,0,2
2.684271812438965,0,2
2.685351848602295,0,2
12.606266975402832,1,1
12.606294870376587,0,2
12.607070922851562,0,2
12.60827898979187,0,2
12.626357793807983,1,1
12.626388788223267,0,2
12.627196788787842,0,2
12.627214908599854,0,2
