Time,Dst,Type
0.0,0,1
0.001058816909790039,0,2
0.0021469593048095703,0,2
0.0021708011627197266,0,3
0.002179861068725586,0,3
0.0032258033752441406,0,4
0.010978937149047852,0,5
0.022317886352539062,0,6
0.027942895889282227,0,6
0.028003931045532227,0,6
0.028047800064086914,0,6
