Label,Next_Packet_After_First_Stage,First_Stage_Time_Diff,Gap_23_Time,Gap_23_Time_Ratio,Type_3_Last_Time,A_IAT_StdDev,Type_6_Time_Ratio,Range_1,A_Silence_Max_Duration,A_Silence_Avg_Duration,A_Silence_Total_Duration,Gap_34_Time_Ratio,Range_2,Gap_34_Time,Probe_Time_Ratio,Range_1_2,A_Kurtosis,A_CV,A_IAT_Skew_Ratio,A_Skewness
HUAWEI-mate50pro,1.8249199390411377,0.1552200317382812,-0.0287818908691406,-0.1854263946915709,0.0440828800201416,0.0162852778121446,-0.8221107766035884,2,0.0554170608520507,0.0554170608520507,0.0554170608520507,0.0829595723765047,6,0.0128769874572753,0.2838228065863848,1,1.802973172668322,1.1540910920288832,1.1578781707091503,1.5435728991050832
HUAWEI-mate50pro,1.8159558773040767,0.1205759048461914,-0.0299360752105713,-0.2482757666115651,0.0432219505310058,0.0096746467050476,-0.7599103873197655,2,0.0285899639129639,0.0285899639129639,0.0285899639129639,0.1171470264883379,6,0.0141251087188721,0.3581818038012225,1,-0.9468279105609652,0.8023698198565299,0.9258291809405168,0.1745473413895579
HUAWEI-MateBook,0.0,0.0342271327972412,2.0027160644500025e-05,0.0005851252795008,0.002835988998413,0.0046322698976252,-0.6986256521708845,0,0.0148808956146241,0.0148808956146241,0.0148808956146241,-0.0828579190437356,0,-0.002835988998413,0.0413140241991078,0,1.7565311998539066,1.218052044429127,2.5363732993197354,1.645798320907535
HUAWEI-MateBook,0.0,0.0324828624725341,2.0027160644500025e-05,0.0006165454371958,0.0027940273284912,0.0064105581775598,-0.9266677921067504,0,0.0179839134216307,0.0179839134216307,0.0179839134216307,0.0003009328919631,0,9.775161743099878e-06,0.0465785398148892,0,0.7950591733913028,1.5788160745944868,7.590012892135753,1.508965926228736
HUAWEI-MateBook,0.0,0.0222868919372558,-7.867813110299954e-06,-0.0003530242409955,0.0011780261993408,0.0033272253202255,-0.8573140204112213,0,0.0100359916687012,0.0100359916687012,0.0100359916687012,0.0433364000085569,0,0.0009658336639404,0.0525364256830452,0,1.2872313943241176,1.6421975134765037,6.17205628239963,1.677152597789248
HUAWEI-MateBook,0.0,0.0233869552612304,0.0,0.0,0.0,0.0036019613149939,-0.7116788321167871,0,0.0091118812561035,0.0091118812561035,0.0091118812561035,0.0,0,0.0,0.0,0,-1.626147796191445,0.7700791477044202,0.9684321213127534,0.1647138728407192
HUAWEI-MateBook,0.0,0.0306618213653564,0.0011548995971678,0.0376657206173921,0.0025739669799804,0.0051523987692107,-0.7959721628241511,0,0.0150561332702636,0.0150561332702636,0.0150561332702636,0.032774775475293,0,0.0010049343109131,0.0453015046071303,0,0.8197804163922622,1.3443164273423809,6.046039089793428,1.4158144830977053
HUAWEI-MateBook,0.0,0.0282409191131591,-7.867813110299954e-06,-0.0002785962127781,0.0015430450439453,0.0047304174940459,-0.907370980405401,0,0.0159640312194824,0.0159640312194824,0.0159640312194824,0.033456872462031,0,0.0009448528289795,0.0543853576584388,0,3.9402025295281016,2.0100270002225877,12.352121504339182,2.288687239782231
HUAWEI-MateBook,0.0,0.0255517959594726,3.290176391610019e-05,0.0012876497592687,0.0029988288879394,0.0042703313468809,-0.9310080991303716,0,0.0133159160614014,0.0133159160614014,0.0133159160614014,0.0327604224984143,0,0.0008370876312255,0.1158045011756768,0,2.146564554771356,1.671245087294074,5.401859590472372,1.866097616279663
HUAWEI-MateBook,0.0,0.0197739601135253,0.0009169578552246,0.0463719887144611,0.0025599002838134,0.0047290421024953,-0.7745544864838793,0,0.0127561092376709,0.0127561092376709,0.0127561092376709,-0.1294581494610399,0,-0.0025599002838134,0.0,0,0.922866963530142,1.4349302037665252,3.856560717196541,1.632667645938791
