Label	A_Burst_Duration	A_Burst_Rate	A_CV	A_IAT_IQR	A_IAT_Median	A_IAT_P10	A_IAT_P90	A_IAT_P95	A_IAT_Q1	A_IAT_Q3	A_IAT_Skew_Ratio	A_IAT_StdDev	A_Kurtosis	A_Mean_IAT	A_Retran_intervals	A_Silence_Avg_Duration	A_Silence_Max_Duration	A_Silence_Rate	A_Silence_Total_Duration	A_Skewness	Assoc_Time	Assoc_Time_Ratio	First_Stage_Time_Diff	Gap_23_Time	Gap_23_Time_Ratio	Gap_34_Time	Gap_34_Time_Ratio	Gap_45_Time	Gap_45_Time_Ratio	Next_Packet_After_First_Stage	Probe_Time	Probe_Time_Ratio	Trans_3_3	Trans_4_5	Trans_4_6	Trans_5_1	Trans_5_6	Type_1_Count	Type_1_First_Occurrence_Time	Type_1_Last_Time	Type_2_Count	Type_2_First_Occurrence_Time	Type_2_Last_Time	Type_3_Count	Type_3_First_Occurrence_Time	Type_3_Last_Time	Type_4_Count	Type_4_First_Occurrence_Time	Type_4_Last_Time	Type_5_Count	Type_5_First_Occurrence_Time	Type_5_Last_Time	Type_6_Count	Type_6_First_Occurrence_Time	Type_6_Last_Time	Type_6_Time	Type_6_Time_Ratio	Range_1	Range_2	Range_1_2
HONOR-70_1	0.002482891	0.642857143	1.162337908	0.002931118	0.001386881	9.06E-06	0.006924295	0.007692909	1.10E-05	0.002942085	3.992711019	0.002842173	-0.226010188	0.002445221	0.002230704	0.008358955	0.008358955	0.076923077	0.008358955	1.083607113	0.007248878	0.228039122	0.031787872	9.06E-06	0.000285011	0.001866102	0.058704848	0.007248878	0.228039122	0	0.004576921	0.143983259	1	1	0	0	1	4	0	0.001304865	3	0.003180981	0.004576921	2	0.004585981	0.005745888	1	0.00761199	0.00761199	1	0.014860868	0.014860868	3	0.017802954	0.031787872	0.013984919	0.439945098	0	0	0
HONOR-70_1	0.002735853	0.692307692	1.158918575	0.005258501	0.001952529	2.62E-06	0.007295704	0.009107041	9.06E-06	0.00526756	2.736540692	0.003643923	-0.076909343	0.003144244	0.002032144	0.011240005	0.011240005	0.083333333	0.011240005	1.014000061	0.007361889	0.195115478	0.037730932	0.002109051	0.055897128	0.002794027	0.074051373	0.007361889	0.195115478	0	0.000928879	0.024618495	2	1	0	0	1	1	0	0	3	9.54E-07	0.000928879	3	0.00303793	0.003048897	1	0.005842924	0.005842924	1	0.013204813	0.013204813	4	0.024444818	0.037730932	0.013286114	0.352127895	0	0	0
HONOR-70_1	0.003077984	0.5	1.412881481	0.00367856	0.002027035	9.06E-06	0.006586075	0.012329578	0.000518441	0.004197001	2.249117855	0.005204168	3.532611869	0.003683372	0.001911163	0.018073082	0.018073082	0.090909091	0.018073082	2.102405848	0.006586075	0.162550532	0.040517092	0.002022982	0.049929093	0.002358913	0.058220206	0.006586075	0.162550532	0	0.001045942	0.025814842	1	1	0	0	1	1	0	0	3	9.06E-06	0.001045942	2	0.003068924	0.003077984	1	0.005436897	0.005436897	1	0.012022972	0.012022972	4	0.030096054	0.040517092	0.010421038	0.257201029	0	0	0
HONOR-70_1	0.002265215	0.666666667	1.293145435	0.003567457	0.00198698	9.06E-06	0.006675005	0.01038146	0.000512004	0.004079461	2.35937125	0.004168406	2.260749225	0.003223463	0.001735846	0.014087915	0.014087915	0.090909091	0.014087915	1.743170885	0.006675005	0.188250561	0.035458088	0.00198698	0.056037439	0.00228405	0.064415487	0.006675005	0.188250561	0	0.001033068	0.029134896	1	1	0	0	1	1	0	0	3	9.06E-06	0.001033068	2	0.003020048	0.003029108	1	0.005313158	0.005313158	1	0.011988163	0.011988163	4	0.026076078	0.035458088	0.00938201	0.264594344	0	0	0
HONOR-70_1	0.00356698	0.555555556	1.463233537	0.002457738	0.001623034	0.000667715	0.010582995	0.014439976	0.001170397	0.003628135	5.520499449	0.006114462	1.720003506	0.004178733	0.001399676	0.018296957	0.018296957	0.125	0.018296957	1.785240532	0.007277012	0.217679991	0.033429861	2.15E-06	6.42E-05	0.002411842	0.072146347	0.007277012	0.217679991	0	0.002195835	0.065684841	1	1	0	0	1	1	0	0	2	0.001242876	0.002195835	2	0.002197981	0.00356698	1	0.005978823	0.005978823	1	0.013255835	0.013255835	2	0.031552792	0.033429861	0.001877069	0.056149485	0	0	0
HONOR-70_1	0.004581928	0.636363636	1.112700298	0.004414618	0.002457976	3.24E-05	0.007206345	0.010713172	0.00137198	0.005786598	1.931820166	0.004307806	1.333790012	0.003871489	0.002629185	0.014219999	0.014219999	0.1	0.014219999	1.446383783	0.006424189	0.16593588	0.038714886	0.001728058	0.044635489	0.003187895	0.082342871	0.006424189	0.16593588	0	8.82E-06	0.000227858	1	1	0	0	1	1	0	0	1	8.82E-06	8.82E-06	2	0.001736879	0.001771927	1	0.004959822	0.004959822	1	0.01138401	0.01138401	5	0.02560401	0.038714886	0.013110876	0.338652067	0	0	0
HONOR-70_1	0.003399849	0.5	1.425401363	0.002123475	0.001780033	9.06E-06	0.006424904	0.011669517	0.00106895	0.003192425	2.609429413	0.00484272	3.763188305	0.003397443	0.00153784	0.016914129	0.016914129	0.090909091	0.016914129	2.196740002	0.006424904	0.171918162	0.037371874	0.001093864	0.029269724	0.002468109	0.066041889	0.006424904	0.171918162	0	0.002296925	0.061461317	1	1	0	0	1	1	0	0	3	0.00124383	0.002296925	2	0.003390789	0.003399849	1	0.005867958	0.005867958	1	0.012292862	0.012292862	4	0.029206991	0.037371874	0.008164883	0.218476673	0	0	0
HONOR-70_1	0.002280951	0.545454545	1.407430489	0.005014956	0.001984	9.04E-06	0.007431316	0.012725139	0.000288069	0.005303025	2.745622784	0.005482776	2.551707028	0.003895593	0.002141047	0.018018961	0.018018961	0.1	0.018018961	1.860207324	0.006254911	0.160563794	0.038955927	0.001128912	0.02897921	0.002839088	0.072879499	0.006254911	0.160563794	0	0.001142979	0.029340302	1	1	0	0	1	1	0	0	3	8.82E-06	0.001142979	2	0.002271891	0.002280951	1	0.005120039	0.005120039	1	0.01137495	0.01137495	3	0.029393911	0.038955927	0.009562016	0.245457272	0	0	0
HONOR-70_1	0.002092838	0.631578947	1.261215965	0.00274694	0.001060009	1.79E-06	0.006657672	0.006797028	9.06E-06	0.002756	5.280769231	0.002501685	-0.270117972	0.00198355	0.001268148	0.00690484	0.00690484	0.055555556	0.00690484	1.104885807	0.00690484	0.193391785	0.035703897	0.001469135	0.041147757	0.002902031	0.081280509	0.00690484	0.193391785	0	0.002170801	0.060800118	8	1	0	0	1	1	0	0	3	0.00116396	0.002170801	9	0.003639936	0.005789995	1	0.008692026	0.008692026	1	0.015596867	0.015596867	4	0.022374868	0.035703897	0.013329029	0.373321403	0	0	0
HONOR-70_1	0.001061916	0.6	1.526014001	0.002382994	0.001131058	7.63E-06	0.009774351	0.012245131	9.06E-06	0.002392054	7.641779089	0.005037187	0.961877821	0.003300879	0.004222691	0.01471591	0.01471591	0.111111111	0.01471591	1.554407251	0.008538961	0.28743058	0.029707909	9.06E-06	0.000304966	0.002392054	0.080519084	0.008538961	0.28743058	0	0.002182007	0.073448685	1	1	0	0	1	1	0	0	3	9.06E-06	0.002182007	2	0.002191067	0.002192974	1	0.004585028	0.004585028	1	0.013123989	0.013123989	2	0.014991999	0.029707909	0.01471591	0.495353279	0	0	0
