Label,A_Burst_Duration,A_Burst_Rate,A_CV,A_IAT_Median,A_IAT_P10,A_IAT_P90,A_IAT_P95,A_IAT_Q1,A_IAT_Q3,A_IAT_Skew_Ratio,A_IAT_StdDev,A_Kurtosis,A_Mean_IAT,A_Retran_intervals,A_Silence_Avg_Duration,A_Silence_Count,A_Silence_Max_Duration,A_Silence_Total_Duration,A_Skewness,Assoc_Time,Assoc_Time_Ratio,Dst_One_Exist,First_Stage_Time_Diff,Gap_23_Time,Gap_34_Time,Gap_34_Time_Ratio,Gap_45_Time,Gap_45_Time_Ratio,Next_Packet_After_First_Stage,Trans_4_5,Trans_4_6,Trans_5_6,Trans_6_2,Trans_6_3,Trans_6_4,Trans_6_5,Type_3_Last_Time,Type_4_First_Occurrence_Time,Type_4_Last_Time,Type_5_First_Occurrence_Time,Type_5_Last_Time,Type_6_Count,Type_6_First_Occurrence_Time,Type_6_Last_Time,Type_6_Time,Type_6_Time_Ratio,Range_1,Range_2,Range_1_2
HONOR-60SE_1,0.0033428668975829,0.6666666666666666,1.3244753032248162,0.0023379325866699,2.4032592773379213e-05,0.0099780559539794,0.0131690502166748,0.0010029673576354,0.0042828321456909,3.267897205792313,0.0054544991188085,1.2798624349777177,0.0041182339191436,0.0013278007507324,0.0163600444793702,1,0.0163600444793702,0.0163600444793702,1.5928748650183908,0.0072429180145262,0.219842964142271,0,0.0329458713531494,0.0,0.0027039051055908,0.0820711365198822,0.0072429180145262,0.219842964142271,59.35800886154175,1,0,1,0,0,0,0,1.5020370483398438e-05,0.0027189254760742,0.0027189254760742,0.0099618434906005,0.0099618434906005,5,0.0263218879699707,0.0329458713531494,0.0066239833831787,0.2010565546188079,2,2,1
HONOR-60SE_1,0.0014193058013915,0.625,1.3636971984676036,0.0013878345489501,4.692077636718958e-05,0.0097062110900879,0.0117981195449829,0.0006960630416869,0.004639983177185,5.993781137261631,0.0050607065458378,0.3402262594262031,0.0037110192435128,0.0007017850875854,0.013890027999878,1,0.013890027999878,0.013890027999878,1.33411045963049,0.0069169998168945,0.266272623811446,0,0.0259771347045898,0.0,0.0023629665374755,0.0909633246448084,0.0069169998168945,0.266272623811446,13.530189990997314,1,0,1,0,0,0,0,2.7179718017578125e-05,0.0023901462554931,0.0023901462554931,0.0093071460723876,0.0093071460723876,4,0.0231971740722656,0.0259771347045898,0.0027799606323241,0.1070156760527179,2,3,1
HONOR-60SE_1,0.0019018650054931,0.5,0.7832578199395328,0.0040681362152099,0.0007671356201171,0.0072076320648193,0.0073628425598144,0.0018699169158935,0.006742000579834,0.7717283010022005,0.0031690697326511,-1.5122080274972207,0.0040460109710693,0.0009509325027465,0.0075180530548095,1,0.0075180530548095,0.0075180530548095,-0.1188298163463462,0.006742000579834,0.3332665495987104,0,0.0202300548553466,0.0,0.0,0.0,0.006742000579834,0.3332665495987104,5.002319097518921,1,0,1,0,0,0,0,0.0,0.0040681362152099,0.0040681362152099,0.0108101367950439,0.0108101367950439,3,0.0183281898498535,0.0202300548553466,0.0019018650054931,0.0940118560771207,1,3,0
HONOR-60SE_1,0.0013778209686279,0.75,0.990711325996435,0.0026719570159911,4.668235778809219e-05,0.0068671703338623,0.0070645809173584,0.0006754398345947,0.0047130584716796,1.5700901222450443,0.0029350369946103,-1.2428742091752778,0.002962555204119,0.0010124444961547,0.0072619915008544,1,0.0072619915008544,0.0072619915008544,0.5219432080819494,0.0066039562225342,0.3184488566468549,0,0.020737886428833,0.0,0.0028221607208251,0.1360871914556018,0.0066039562225342,0.3184488566468549,12.388416051864624,1,0,1,0,0,0,0,2.694129943847656e-05,0.0028491020202636,0.0028491020202636,0.0094530582427978,0.0094530582427978,4,0.0167150497436523,0.020737886428833,0.0040228366851807,0.1939848932525513,2,3,1
HONOR-60SE_1,0.0041098594665527,0.7142857142857143,1.033120402237828,0.002755045890808,0.0009584426879882,0.0099469423294067,0.0114365220069885,0.0019732117652892,0.0060551166534423,2.6104452425252207,0.0047042899582082,-0.3270003773235248,0.004553476969401,0.0013699531555175,0.0129261016845702,1,0.0129261016845702,0.0129261016845702,0.9973212254100476,0.0069677829742432,0.255035255515221,0,0.0273208618164062,0.0,0.0033171176910399,0.1214133621893309,0.0069677829742432,0.255035255515221,9.314477920532228,1,0,1,0,0,0,0,1.6927719116210938e-05,0.0033340454101562,0.0033340454101562,0.0103018283843994,0.0103018283843994,3,0.0232279300689697,0.0273208618164062,0.0040929317474365,0.1498097598436186,1,0,0
HONOR-60SE_1,0.0024559497833252,0.625,1.0908665441947727,0.0019080638885498,0.0006668090820312,0.0082586288452148,0.0093353033065796,0.0012120008468628,0.0046745538711547,3.3282768961639557,0.0037596090818807,-0.3945594173801381,0.0034464427403041,0.0010910034179687,0.0104119777679443,1,0.0104119777679443,0.0104119777679443,1.0492010845713975,0.0068230628967285,0.282820097244732,0,0.0241250991821289,0.0,0.0025260448455809,0.1047060916314161,0.0068230628967285,0.282820097244732,6.234461069107056,1,0,1,0,0,0,0,3.1948089599609375e-05,0.0025579929351806,0.0025579929351806,0.0093810558319091,0.0093810558319091,4,0.0197930335998535,0.0241250991821289,0.0043320655822754,0.1795667470451046,2,3,1
HONOR-60SE_1,0.0022037029266357,0.7142857142857143,1.4381160555819597,0.0021184682846069,0.0005453824996948,0.014012575149536,0.0175492763519286,0.0010896921157836,0.0059853792190551,5.61448427212877,0.0079942119617251,0.5202800064425848,0.0055588086446126,0.0007345676422119,0.0210859775543212,1,0.0210859775543212,0.0210859775543212,1.4508167013032591,0.0069391727447509,0.2080533554456307,0,0.0333528518676757,0.0,0.0031239986419677,0.093665113087238,0.0069391727447509,0.2080533554456307,6.198917865753174,1,0,1,0,0,0,0,8.821487426757812e-06,0.0031328201293945,0.0031328201293945,0.0100719928741455,0.0100719928741455,3,0.0311579704284667,0.0333528518676757,0.0021948814392089,0.0658079089583398,2,3,1
HONOR-60SE_1,0.0043368339538573,0.7142857142857143,1.1425556157256678,0.0031626224517822,0.0007723569869994,0.0113304853439331,0.0137012600898742,0.0018499493598937,0.0058249831199646,2.582623445156431,0.005813880838051,0.2386064316797291,0.0050884882609049,0.0016926129659016,0.0160720348358154,1,0.0160720348358154,0.0160720348358154,1.2671938290312768,0.0065889358520507,0.2158118323233597,0,0.0305309295654296,0.0,0.0027921199798583,0.0914521771724854,0.0065889358520507,0.2158118323233597,6.088867902755737,1,0,1,0,0,0,0,8.821487426757812e-06,0.0028009414672851,0.0028009414672851,0.0093898773193359,0.0093898773193359,3,0.0254619121551513,0.0305309295654296,0.0050690174102782,0.1660289248453799,0,2,0
HONOR-60SE_1,0.0022692680358886,0.7142857142857143,0.9768642676584264,0.0028614997863769,2.8133392333972232e-05,0.0072219371795654,0.007544994354248,0.0005788207054137,0.0058093667030334,1.523829361773068,0.0032925439243047,-1.435468553180549,0.0033705234527587,0.0007564226786295,0.0078680515289307,1,0.0078680515289307,0.0078680515289307,0.2926442381221011,0.0065758228302002,0.3251632831105146,0,0.0202231407165527,0.0,0.0035099983215331,0.1735634623093044,0.0065758228302002,0.3251632831105146,6.223093986511231,1,0,1,0,0,0,0,2.2172927856445312e-05,0.0035321712493896,0.0035321712493896,0.0101079940795898,0.0101079940795898,3,0.0179760456085205,0.0202231407165527,0.0022470951080321,0.1111150409091969,2,0,0
HONOR-60SE_1,0.0032389163970946,0.625,1.0019730250998264,0.0023040771484375,0.0009191513061523,0.009004259109497,0.0102651834487914,0.0016059875488281,0.005571961402893,2.907967715231784,0.0040383841634533,-0.3609617458065717,0.0040304320199148,0.001385748386383,0.0115261077880858,1,0.0115261077880858,0.0115261077880858,0.9809939397196656,0.0073230266571045,0.2595619179610268,0,0.0282130241394042,0.0,0.0038208961486816,0.1354302229283213,0.0073230266571045,0.2595619179610268,9.25547695159912,1,0,1,0,0,0,0,2.694129943847656e-05,0.0038478374481201,0.0038478374481201,0.0111708641052246,0.0111708641052246,4,0.0226969718933105,0.0282130241394042,0.0055160522460937,0.195514391468216,2,3,1
