Label,A_Burst_Duration,A_Burst_Rate,A_CV,A_IAT_IQR,A_IAT_Median,A_IAT_P10,A_IAT_P90,A_IAT_P95,A_IAT_Q1,A_IAT_Q3,A_IAT_Skew_Ratio,A_IAT_StdDev,A_Kurtosis,A_Mean_IAT,A_Retran_intervals,A_Silence_Avg_Duration,A_Silence_Max_Duration,A_Silence_Rate,A_Silence_Total_Duration,A_Skewness,Assoc_Time,Assoc_Time_Ratio,First_Stage_Time_Diff,Gap_23_Time,Gap_23_Time_Ratio,Gap_34_Time,Gap_34_Time_Ratio,Gap_45_Time,Gap_45_Time_Ratio,Next_Packet_After_First_Stage,Probe_Time,Probe_Time_Ratio,Trans_3_3,Trans_4_5,Trans_4_6,Trans_5_1,Trans_5_6,Type_1_Count,Type_1_First_Occurrence_Time,Type_1_Last_Time,Type_2_Count,Type_2_First_Occurrence_Time,Type_2_Last_Time,Type_3_Count,Type_3_First_Occurrence_Time,Type_3_Last_Time,Type_4_Count,Type_4_First_Occurrence_Time,Type_4_Last_Time,Type_5_Count,Type_5_First_Occurrence_Time,Type_5_Last_Time,Type_6_Count,Type_6_First_Occurrence_Time,Type_6_Last_Time,Type_6_Time,Type_6_Time_Ratio,Range_1,Range_2,Range_1_2
HUAWEI-mate60pro,0.0020194053649903,0.7058823529411765,2.80557846027627,0.0035688877105712,0.0010550022125244,1.5020370483400064e-05,0.0207674503326415,0.051582932472229,3.117322921752843e-05,0.0036000609397888,18.68474576271212,0.0344474511948913,9.976798724272182,0.0122781991958618,0.0008691946665446,0.1388587951660156,0.1388587951660156,0.0625,0.1388587951660156,3.387059287726891,0.0067019462585448,0.0071617214016489,0.9358010292053224,-0.0011930465698241,-0.0012748934149359,0.0019571781158446,0.002091446851161,0.0067019462585448,0.0071617214016489,0.0,0.1610801219940185,0.1721307382305477,0,1,0,0,1,3,0.0,0.1589419841766357,7,3.409385681152344e-05,0.1610801219940185,2,0.1598870754241943,0.1610870361328125,1,0.1630442142486572,0.1630442142486572,1,0.1697461605072021,0.1697461605072021,3,0.1922371387481689,0.196451187133789,0.0042140483856201,0.0045031457052346,0,0,0
HUAWEI-mate60pro,0.0034101009368897,0.6521739130434783,3.647000330024136,0.0027296543121337,0.0011744499206542,1.5115737915039062e-05,0.0068948268890381,0.0181789636611937,2.1517276763978466e-05,0.0027511715888977,4.87068615509548,0.0369510856709245,16.55571238716973,0.0101319117979569,0.001173939023699,0.0966525077819824,0.1745419502258301,0.0909090909090909,0.1933050155639648,4.279791019189655,0.0070810317993164,0.0317674579295108,0.2229020595550537,-0.0022370815277099,-0.0100361635606936,0.0012109279632568,0.0054325561893595,0.0070810317993164,0.0317674579295108,1.011112928390503,0.1823580265045166,0.8181083067089234,0,1,0,0,1,8,0.0,0.1801149845123291,6,2.5987625122070312e-05,0.1823580265045166,2,0.1801209449768066,0.1860580444335937,1,0.1872689723968505,0.1872689723968505,1,0.194350004196167,0.194350004196167,5,0.2131130695343017,0.2229020595550537,0.009788990020752,0.0439161039619477,1,3,0
HUAWEI-mate60pro,0.003061294555664,0.6470588235294118,2.9024145656978377,0.0035902261734008,0.00119149684906,1.096725463869963e-05,0.0192155838012695,0.0550633072853088,2.6762485504154727e-05,0.0036169886589049,15.127263631816051,0.0382139122879917,10.298962887407678,0.0131662487983703,0.0007740020751953,0.1544568538665772,0.1544568538665772,0.0625,0.1544568538665772,3.452984309786472,0.0070278644561767,0.00749383119673,0.9378199577331544,-0.0011820793151854,-0.0012604544245813,0.0024800300598143,0.0026444628730326,0.0070278644561767,0.00749383119673,9.982018947601318,0.1763851642608642,0.188079985722646,0,1,0,0,1,3,0.0,0.1751699447631836,7,0.0019710063934326,0.1763851642608642,2,0.1752030849456787,0.1763920783996582,1,0.1788721084594726,0.1788721084594726,1,0.1858999729156494,0.1858999729156494,3,0.2078320980072021,0.2106599807739257,0.0028278827667236,0.0030153791710287,1,2,0
HUAWEI-mate60pro,0.0032789707183838,0.6875,2.647012633334501,0.0079494714736938,0.0013659000396727,2.2411346435559367e-05,0.0166685581207274,0.0546140193939207,0.0005165338516235,0.0084660053253173,11.203351370222126,0.0352234163532968,9.409944744868357,0.0133068561553955,0.0032386779785156,0.1389710903167725,0.1389710903167725,0.0666666666666666,0.1389710903167725,3.325430427524432,0.1718878746032714,0.1802252897366202,0.9537389278411864,0.0011560916900635,0.0012121678756264,-0.1636550426483154,-0.1715931245658106,0.1718878746032714,0.1802252897366202,0.0,0.1624538898468017,0.1703337098911548,1,0,0,0,1,3,0.0,0.1610879898071289,6,2.002716064453125e-05,0.1624538898468017,2,0.1636099815368652,0.1636550426483154,0,0.0,0.0,1,0.1718878746032714,0.1718878746032714,4,0.1805870532989502,0.1996028423309326,0.0190157890319823,0.0199381491903923,0,0,0
HUAWEI-mate60pro,0.00136399269104,0.625,2.86827908704474,0.0067309141159057,0.0013201236724854,9.250640869168382e-06,0.0172601222991943,0.0614641666412352,2.408027648925781e-05,0.006754994392395,12.074625248328928,0.0418288876591292,9.555385838895088,0.0145832697550455,0.0042598724365234,0.164254903793335,0.164254903793335,0.0666666666666666,0.164254903793335,3.3584632536006955,0.1968080997467041,0.8996980926430518,0.2187490463256836,-0.0012800693511963,-0.0058517711171663,-0.1878280639648437,-0.8586463215258853,0.1968080997467041,0.8996980926430518,1.0111651420593262,0.1878211498260498,0.8586147138964577,0,0,0,0,1,3,0.0,0.186506986618042,8,3.1948089599609375e-05,0.1878211498260498,2,0.1865410804748535,0.1878280639648437,0,0.0,0.0,1,0.1968080997467041,0.1968080997467041,2,0.2013380527496338,0.2187490463256836,0.0174109935760498,0.0795934604904632,1,3,0
HUAWEI-mate60pro,0.0047209262847898,0.6470588235294118,2.73338017494854,0.003528892993927,0.0013974905014038,3.099441528319987e-05,0.017317533493042,0.0446927547454834,0.000782549381256,0.0043114423751831,11.391879211805463,0.0306898906007599,10.157090077497692,0.0112278163433074,0.001359292439052,0.1243929862976075,0.1243929862976075,0.0625,0.1243929862976075,3.423047265832976,0.0062479972839356,0.0347796773928118,0.1796450614929199,-0.0012168884277344,-0.0067738484855725,0.0037949085235595,0.0211244800832399,0.0062479972839356,0.0347796773928118,9.983598947525024,0.1472399234771728,0.8196157592841803,0,1,0,0,1,3,0.0,0.1459970474243164,7,0.001033067703247,0.1472399234771728,1,0.1460230350494384,0.1460230350494384,1,0.149817943572998,0.149817943572998,1,0.1560659408569336,0.1560659408569336,4,0.1725749969482422,0.1796450614929199,0.0070700645446777,0.0393557411816541,1,3,0
HUAWEI-mate60pro,0.0022974014282226,0.6666666666666666,2.952600319279696,0.0068910121917725,0.001194953918457,2.4032592773437503e-05,0.0169255256652831,0.0461362838745115,3.409385681149915e-05,0.006925106048584,13.16416600159548,0.0367753426937728,11.358177527881594,0.012455239015467,0.0017078187730577,0.1534538269042969,0.1534538269042969,0.0588235294117647,0.1534538269042969,3.605786214647152,0.006925106048584,0.0071024981495505,0.9750239849090576,3.0994415283203125e-05,3.1788361889470886e-05,0.0012497901916503,0.0012818045617276,0.006925106048584,0.0071024981495505,9.98189902305603,0.1557219028472901,0.159710843279219,2,1,0,0,1,2,0.0193409919738769,0.1738379001617431,7,0.0,0.175062894821167,3,0.1750938892364502,0.176253080368042,1,0.1775028705596923,0.1775028705596923,1,0.1844279766082763,0.1844279766082763,4,0.199765920639038,0.2117390632629394,0.0119731426239013,0.0122798441979026,0,2,0
HUAWEI-mate60pro,0.0067217350006103,0.6875,2.663526378046307,0.0076826810836792,0.001572847366333,0.0010196208953857,0.0161121368408202,0.0568181991577146,0.0011059045791625,0.0087885856628417,9.243929058663008,0.0368168259693296,9.510668229663509,0.013822587331136,0.0025424361228942,0.1454410552978515,0.1454410552978515,0.0666666666666666,0.1454410552978515,3.3484956303446536,0.0063381195068358,0.0065302272339264,0.9705817699432372,-0.0037579536437989,-0.0038718568184303,0.0049059391021729,0.0050546375937596,0.0063381195068358,0.0065302272339264,9.979605913162231,0.1526670455932618,0.1572943674824948,0,1,0,0,1,1,0.0199267864227294,0.0199267864227294,8,0.0,0.1725938320159912,1,0.1688358783721923,0.1688358783721923,1,0.1737418174743652,0.1737418174743652,1,0.1800799369812011,0.1800799369812011,4,0.1921048164367675,0.207338809967041,0.0152339935302734,0.0156957342513907,0,2,0
HUAWEI-mate60pro,0.0040180683135986,0.6666666666666666,2.7276049517917342,0.0058957338333129,0.0012400150299072,1.4758110046386718e-05,0.0233812093734741,0.0779226779937743,0.000792384147644,0.006688117980957,17.85558546433345,0.0459981256541451,8.42179124198458,0.0168639251164027,0.0011624892552693,0.1744430065155028,0.1744430065155028,0.0714285714285714,0.1744430065155028,3.1766237119084857,0.206683874130249,0.8754269106714037,0.2360949516296386,1.6927719116210938e-05,7.169877627356216e-05,-0.1989200115203857,-0.8425424184098221,0.206683874130249,0.8754269106714037,1.0130760669708252,0.1988980770111084,0.8424495129532426,1,0,0,0,1,3,0.0,0.1967990398406982,7,0.0017709732055664,0.1988980770111084,2,0.1989150047302246,0.1989200115203857,0,0.0,0.0,1,0.206683874130249,0.206683874130249,2,0.2326340675354004,0.2360949516296386,0.0034608840942381,0.0146588653012253,1,3,0
HUAWEI-mate60pro,0.0054142475128172,0.7333333333333333,2.785187189440974,0.0057190656661987,0.0016024112701415,2.119541168214036e-05,0.0171502351760864,0.0730180144309997,0.0011822581291198,0.0069013237953185,9.70276744532095,0.0460960225398585,8.713315309846521,0.0165504217147827,0.0020511547724405,0.1754708290100098,0.1754708290100098,0.0714285714285714,0.1754708290100098,3.241961517983756,0.0067670345306397,0.0292052745036505,0.231705904006958,8.106231689508636e-06,3.4985002752736113e-05,0.0012400150299071,0.0053516764504626,0.0067670345306397,0.0292052745036505,1.026336908340454,0.1780579090118408,0.768465135901301,2,1,0,0,1,2,0.0194170475006103,0.1960909366607666,5,0.0,0.1974749565124511,3,0.1974830627441406,0.1991350650787353,1,0.2003750801086425,0.2003750801086425,1,0.2071421146392822,0.2071421146392822,3,0.2226569652557373,0.231705904006958,0.0090489387512207,0.039053552778478,1,2,0
