Feature_Name,Importance_Score
Next_Packet_After_First_Stage,0.2562265342315087
First_Stage_Time_Diff,0.20248107769553736
Type_6_Time_Ratio,0.13030788376708824
Range_2,0.0749396720482564
Range_1,0.06874131515810633
A_Skewness,0.06465777001556727
A_CV,0.06410071007191465
A_Kurtosis,0.05350643959429297
A_IAT_Skew_Ratio,0.04544439744729004
Range_1_2,0.03959419997043825
