Time,Dst,Type
0.0,0,1
9.059906005859375e-06,0,2
0.0009889602661132812,0,2
0.003618001937866211,0,3
0.01544189453125,0,3
0.017492055892944336,0,4
0.05225706100463867,0,5
0.17075610160827637,0,6
0.1747419834136963,0,6
0.19371700286865234,0,6
0.1995999813079834,0,6
11.331866979598999,0,2
11.416567087173462,1,1
11.416577100753784,1,1
11.4165780544281,0,2
11.418046951293945,0,2
11.418052911758423,1,1
11.436856031417847,1,1
11.436866044998169,1,1
11.436867952346802,0,2
11.438075065612793,1,1
11.438081979751587,0,2
