Time,Dst,Type
0.0,0,3
1.9073486328125e-06,0,3
2.86102294921875e-06,0,3
0.0011539459228515625,0,3
0.0011630058288574219,0,3
0.0011639595031738281,0,3
0.0011649131774902344,0,3
0.0011658668518066406,0,3
0.0011670589447021484,0,3
0.0021810531616210938,0,3
0.0021889209747314453,0,3
0.0021898746490478516,0,3
0.0021910667419433594,0,3
0.0021920204162597656,0,3
0.002192974090576172,0,3
0.002193927764892578,0,3
0.003329038619995117,0,3
0.003337860107421875,0,3
0.003339052200317383,0,3
0.003340005874633789,0,3
0.0033409595489501953,0,3
0.0033409595489501953,0,3
0.004420042037963867,0,3
0.004428863525390625,0,3
0.004430055618286133,0,3
0.004431009292602539,0,3
0.004431962966918945,0,3
0.0044329166412353516,0,3
0.005816936492919922,0,3
0.005825996398925781,0,3
0.009263992309570312,0,3
0.009271860122680664,0,3
0.009274005889892578,0,3
0.009274959564208984,0,3
0.009274959564208984,0,3
0.00927591323852539,0,3
0.009857892990112305,0,3
0.009865045547485352,0,3
0.009866952896118164,0,3
0.009868860244750977,0,3
0.00987100601196289,0,3
0.009872913360595703,0,3
0.011297941207885742,0,3
0.011306047439575195,0,3
0.011307001113891602,0,3
0.011307954788208008,0,3
0.011308908462524414,0,3
0.01130986213684082,0,3
0.012414932250976562,0,3
0.158768892288208,0,3
0.16239190101623535,0,4
0.1624009609222412,0,4
0.16240191459655762,0,4
0.16366291046142578,0,4
0.16367101669311523,0,4
0.16367197036743164,0,4
0.16502690315246582,0,4
0.16503691673278809,0,4
0.1650378704071045,0,4
0.16633105278015137,0,4
0.16633892059326172,0,4
0.16634106636047363,0,4
0.1672968864440918,0,4
0.16732001304626465,0,4
0.16732096672058105,0,4
0.16897201538085938,0,4
0.16898107528686523,0,4
0.16898202896118164,0,4
0.17036104202270508,0,4
0.17036986351013184,0,4
0.17037200927734375,0,4
0.1720268726348877,0,4
0.17203593254089355,0,4
0.17279601097106934,0,4
0.1728060245513916,0,4
0.17280793190002441,0,4
0.17443299293518066,0,4
0.17444205284118652,0,4
0.17444300651550293,0,4
0.17944097518920898,0,4
0.17945003509521484,0,4
0.17945098876953125,0,4
0.18088793754577637,0,4
0.18089699745178223,0,4
0.18089795112609863,0,4
0.1822679042816162,0,4
0.18227505683898926,0,4
0.18227601051330566,0,4
0.18335390090942383,0,4
0.18336200714111328,0,4
0.1833639144897461,0,4
0.18488097190856934,0,4
0.1848900318145752,0,4
0.1848909854888916,0,4
0.18619298934936523,0,4
0.1862020492553711,0,4
0.1862030029296875,0,4
0.20318007469177246,0,5
0.20319104194641113,0,6
0.21253585815429688,0,6
0.2142958641052246,0,6
0.2159290313720703,0,6
5.038599014282227,0,2
5.040387868881226,0,2
5.040397882461548,0,2
