Time,Dst,Type
0.0,0,3
3.0994415283203125e-06,0,3
0.010650157928466797,0,4
0.026137113571166992,0,5
0.028722047805786133,0,6
0.03899407386779785,0,6
0.040676116943359375,0,6
0.04708099365234375,0,6
9.687652111053467,1,1
9.687663078308105,0,2
9.688753128051758,0,2
9.689789056777954,0,2
9.710746049880981,1,1
9.71074914932251,0,2
9.712095975875854,0,2
9.712100982666016,0,2
19.72837996482849,1,1
19.728404998779297,0,2
19.728413105010986,0,2
19.72943902015686,0,2
19.74970006942749,1,1
19.74972701072693,0,2
19.750865936279297,0,2
19.752405166625977,0,2
