Time,Dst,Type
0.0,0,1
9.775161743164062e-06,0,2
0.0012509822845458984,0,2
0.0012598037719726562,0,3
0.013881921768188477,0,3
0.01546478271484375,0,4
0.0504307746887207,0,5
0.16959190368652344,0,6
0.17787694931030273,0,6
0.19723892211914062,0,6
0.19968485832214355,0,6
10.126002788543701,1,1
10.126028776168823,1,1
10.127534866333008,0,2
10.146111965179443,1,1
10.147148847579956,1,1
10.213413000106812,1,1
10.213420867919922,1,1
10.213422775268555,0,2
10.214883804321289,0,2
10.233975887298584,1,1
10.234017848968506,1,1
10.234019994735718,0,2
10.23510193824768,0,2
