Label,Type_Sequence,Type_Sequence_In_Range,First_Stage_Time_Diff,Next_Packet_After_First_Stage,Avg_Time_Dst_1,Dst_One_Count,Type_1_First_Occurrence_Time,Type_2_First_Occurrence_Time,Type_3_First_Occurrence_Time,Type_4_First_Occurrence_Time,Type_5_First_Occurrence_Time,Type_6_First_Occurrence_Time,Type_1_Count,Type_2_Count,Type_3_Count,Type_4_Count,Type_5_Count,Type_6_Count,lack,excess,lk_count,lk_elem_1,lk_elem_2,lk_elem_3,lk_elem_4,lk_elem_5,Range_1,Range_2,Range_1_2
HONOR-70_1,"1,2,2,3,3,4,5,6,6",,0.0334298610687255,0.0,0.0,0,0.0,0.0012428760528564,0.0021979808807373,0.0059788227081298,0.0132558345794677,0.0315527915954589,1,2,2,1,1,2,(),"[(2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,0,0,0
HONOR-70_1,"1,2,3,3,4,5,6,6,6,6,6",,0.0387148857116699,0.0,0.0,0,0.0,8.821487426757812e-06,0.0017368793487548,0.0049598217010498,0.0113840103149414,0.0256040096282959,1,1,2,1,1,5,(),"[(3, 3, 4)]",0,0,0,0,0,0,0,0,0
HONOR-70_1,"1,2,2,2,3,3,4,5,6,6,6,6",,0.0373718738555908,0.0,0.0,0,0.0,0.0012438297271728,0.0033907890319824,0.0058679580688476,0.0122928619384765,0.0292069911956787,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,0,0,0
HONOR-70_1,"1,2,2,2,3,3,4,5,6,6,6",,0.0389559268951416,0.0,0.0,0,0.0,8.821487426757812e-06,0.0022718906402587,0.005120038986206,0.0113749504089355,0.0293939113616943,1,3,2,1,1,3,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,0,0,0
HONOR-70_1,"1,2,2,2,3,3,3,3,3,3,3,3,3,4,5,6,6,6,6",,0.0357038974761962,0.0,0.0,0,0.0,0.0011639595031738,0.0036399364471435,0.0086920261383056,0.015596866607666,0.0223748683929443,1,3,9,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 3, 3, 3, 3, 3, 3, 3, 4)]",0,0,0,0,0,0,0,0,0
HONOR-70_1,"1,2,2,2,3,3,4,5,6,6",,0.029707908630371,0.0,0.0,0,0.0,9.059906005859377e-06,0.0021910667419433,0.0045850276947021,0.0131239891052246,0.0149919986724853,1,3,2,1,1,2,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,0,0,0
HONOR-70_2,"1,2,2,2,3,3,4,5,6,6,6","1,2,2,2,1,2,2,2",0.0333118438720703,5.8335020542144775,10.772884011268616,4,0.0,2.789497375488281e-05,0.0039968490600585,0.0068180561065673,0.0126099586486816,0.0231778621673584,1,3,2,1,1,3,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-70_2,"1,2,3,3,2,4,5,6,6,6,6","1,2,2,1,2,2,2",0.0428950786590576,5.764261960983276,15.80374582608541,6,0.0,0.0015361309051513,0.0015640258789062,0.0057649612426757,0.0119750499725341,0.0295629501342773,1,2,2,1,1,4,(),"[(3, 3, 2, 4)]",0,0,0,0,0,0,2,5,1
HONOR-70_2,"1,2,2,2,3,3,4,5,6,6,6","1,2,2,1,2,2,2",0.0317299365997314,5.729249000549316,5.739435911178589,2,0.0,2.694129943847656e-05,0.0027837753295898,0.005760908126831,0.0125598907470703,0.0216298103332519,1,3,2,1,1,3,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,5,1
HONOR-70_2,"1,2,2,2,3,3,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2",0.047382116317749,5.735748052597046,5.745917081832886,2,0.0,2.813339233398437e-05,0.0051629543304443,0.0090830326080322,0.015916109085083,0.0269200801849365,1,3,4,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 3, 3, 4)]",0,0,0,0,0,0,2,5,1
HONOR-70_2,"1,2,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0355260372161865,5.742671966552734,10.720594227313995,4,0.0,0.0011050701141357,0.0032539367675781,0.005479097366333,0.0121738910675048,0.0208189487457275,1,1,2,1,1,4,(),"[(3, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-70_2,"1,2,2,3,3,4,6,6,6,6","1,2,2,2,1,2,2,2",0.0357179641723632,5.717315912246704,10.787042737007141,4,0.0,8.106231689453125e-06,0.0031080245971679,0.0054280757904052,0.0,0.0219581127166748,1,2,2,1,0,4,"(5,)","[(2, 2, 3), (3, 3, 4)]",1,5,0,0,0,0,2,6,1
HONOR-70_2,"1,2,3,3,4,5,6,6,6,6","1,2,2,2",0.0317010879516601,4.539139032363892,4.539139032363892,1,0.0,0.0017809867858886,0.0042788982391357,0.0068860054016113,0.0135478973388671,0.0170269012451171,1,1,2,1,1,4,(),"[(3, 3, 4)]",0,0,0,0,0,0,1,3,0
HONOR-70_2,"1,2,2,3,2,3,4,5,6,6,6,6","1,2,2,2,1",0.0397930145263671,5.72167181968689,5.731589913368225,2,0.0,2.694129943847656e-05,0.0013008117675781,0.0046219825744628,0.0108230113983154,0.0254700183868408,1,3,2,1,1,4,(),"[(2, 2, 3), (3, 2, 3, 4)]",0,0,0,0,0,0,2,3,1
HONOR-70_2,"1,2,2,3,3,4,5,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0578870773315429,5.726178169250488,5.7360756397247314,2,0.0,0.0012180805206298,0.0047121047973632,0.0099270343780517,0.0176711082458496,0.0405211448669433,1,2,2,1,2,4,(),"[(2, 2, 3), (3, 3, 4), (5, 5, 5)]",0,0,0,0,0,0,2,6,1
HONOR-70_2,"2,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0412268638610839,5.756701946258545,10.728040635585785,4,0.0,0.0,0.0020020008087158,0.0053749084472656,0.0116569995880126,0.0157258510589599,0,1,1,1,1,4,"(1,)",[],1,1,0,0,0,0,2,6,1
HONOR-70_2,"1,1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2",0.0408360958099365,5.746462106704712,10.727997064590454,4,0.0,0.0012309551239013,0.0037801265716552,0.0061061382293701,0.0136110782623291,0.0319321155548095,2,3,2,1,1,4,(),"[(1, 1, 2), (2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,5,1
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0399839878082275,5.7158379554748535,10.758667886257172,4,0.0,2.694129943847656e-05,0.0029089450836181,0.005152940750122,0.0119078159332275,0.0306458473205566,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0359759330749511,5.75471305847168,5.764718055725098,2,0.0,2.5987625122070312e-05,0.0025818347930908,0.0051698684692382,0.0116088390350341,0.0156400203704834,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-80,"1,2,3,2,2,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0394120216369628,5.80105996131897,5.811172962188721,2,0.0,6.9141387939453125e-06,0.001147985458374,0.0048639774322509,0.0113029479980468,0.0207490921020507,1,3,2,1,1,4,(),"[(3, 2, 2, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-80,"1,2,2,2,3,3,5,6,6,6,6",,0.0360229015350341,0.0,0.0,0,0.0,3.0994415283203125e-05,0.0024998188018798,0.0,0.0117208957672119,0.0215668678283691,1,3,2,0,1,4,"(4,)","[(2, 2, 2, 3), (3, 3, 5, 5)]",1,4,0,0,0,0,0,0,0
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.041201114654541,5.727055072784424,5.737149000167847,2,0.0,0.001223087310791,0.0070760250091552,0.0094509124755859,0.0162830352783203,0.0302400588989257,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2,1",0.0290911197662353,5.748648166656494,5.758792161941528,2,0.0,2.694129943847656e-05,0.0024831295013427,0.0052800178527832,0.0121500492095947,0.0205049514770507,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,3,1
HONOR-80,"1,2,2,3,2,3,4,5,6,6,6","1,2,2,2,1,2,2",0.0332980155944824,5.7211198806762695,5.731186866760254,2,0.0,2.694129943847656e-05,0.000943899154663,0.0039138793945312,0.0106439590454101,0.0277650356292724,1,3,2,1,1,3,(),"[(2, 2, 3), (3, 2, 3, 4)]",0,0,0,0,0,0,2,5,1
HONOR-80,"1,1,1,2,2,2,3,3,4,5,6,6,6,6,6","1,2,2,2,1,2,2,2",0.0424110889434814,5.745868921279907,5.755998969078064,2,0.0,0.0009510517120361,0.004749059677124,0.006361961364746,0.0141499042510986,0.0311760902404785,3,3,2,1,1,5,(),"[(1, 1, 1, 2), (2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6",,0.0377159118652343,0.0,0.0,0,0.0,0.0012929439544677,0.0035679340362548,0.0061750411987304,0.0130209922790527,0.0284259319305419,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,0,0,0
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2",0.0262320041656494,5.802420139312744,5.802420139312744,1,0.0,2.7179718017578125e-05,0.0008399486541748,0.0041160583496093,0.0102951526641845,0.0173549652099609,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,1,3,0
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0330498218536376,5.772125959396362,5.782123923301697,2,0.0,2.789497375488281e-05,0.0022280216217041,0.0053579807281494,0.0111680030822753,0.01816987991333,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,6,1
HONOR-80,"1,2,2,2,3,3,4,5,6,6,6,6","1,2,2,2,1",0.0371899604797363,5.730211019515991,5.7402695417404175,2,0.0,8.106231689453125e-06,0.0024101734161376,0.0051290988922119,0.0119240283966064,0.0283210277557373,1,3,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,3,1
HONOR-80_SE_1,"3,4,5,6,6,6,6,6,6","1,2,2,2,1,2,2",0.0297009944915771,6.2871739864349365,11.333625733852386,4,0.0,0.0,0.0,0.004655122756958,0.0117290019989013,0.0235040187835693,0,0,1,1,1,6,"(1, 2)",[],2,1,2,0,0,0,2,5,1
HONOR-80_SE_1,"1,2,2,2,1,2,2,2,3,3,4,5,6,6,6,6,6,6","1,2,2,1",0.1592609882354736,5.146152973175049,2.584283471107483,2,0.0,2.193450927734375e-05,0.1308851242065429,0.133862018585205,0.1404061317443847,0.1466450691223144,2,6,2,1,1,6,(),"[(2, 2, 2, 1, 2, 2, 2, 3), (3, 3, 4)]",0,0,0,0,0,0,2,2,1
HONOR-80_SE_1,"3,3,4,4,4,4,4,5,6,6,6,6",,0.0359070301055908,0.0,0.0,0,0.0,0.0,0.0,0.0045540332794189,0.0128149986267089,0.0278999805450439,0,0,2,5,1,4,"(1, 2)","[(3, 3, 4), (4, 4, 4, 4, 4, 5)]",2,1,2,0,0,0,0,0,0
HONOR-80_SE_1,"3,3,4,5,5,6,6,6","1,2,2,2,1,2,2,2",0.0263431072235107,6.377073049545288,6.389286041259766,2,0.0,0.0,0.0,0.0050580501556396,0.0112590789794921,0.0215630531311035,0,0,2,1,2,3,"(1, 2)","[(3, 3, 4), (5, 5, 5)]",2,1,2,0,0,0,2,6,1
HONOR-80_SE_1,"3,3,4,5,6,6,6",,0.0332710742950439,0.0,0.0,0,0.0,0.0,0.0,0.0040969848632812,0.0107119083404541,0.0300419330596923,0,0,2,1,1,3,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,0,0,0
HONOR-80_SE_1,"3,3,4,4,4,4,5,6,6,6,6,6,6,6,6,6","1,2,2,2,1,2,2,2",0.0501551628112793,6.325400114059448,11.404414892196655,4,0.0,0.0,0.0,0.0048520565032958,0.0126540660858154,0.0407080650329589,0,0,2,4,1,9,"(1, 2)","[(3, 3, 4), (4, 4, 4, 4, 5)]",2,1,2,0,0,0,2,6,1
HONOR-80_SE_1,"3,3,4,5,6,6,6,6,6","1,1",0.031592845916748,6.426492929458618,11.39636367559433,4,0.0,0.0,0.0,0.0028088092803955,0.0105588436126708,0.0252549648284912,0,0,2,1,1,5,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,0,0
HONOR-80_SE_1,"3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0284159183502197,6.165825843811035,6.1768639087677,2,0.0,0.0,0.0,0.0041978359222412,0.0111968517303466,0.023256778717041,0,0,1,1,1,4,"(1, 2)",[],2,1,2,0,0,0,2,6,1
HONOR-80_SE_1,"3,3,4,5,6,6,6","1,2,2,2,1,2,2,2",0.0289299488067626,6.297753810882568,6.308668851852417,2,0.0,0.0,0.0,0.0038669109344482,0.0097479820251464,0.0259130001068115,0,0,2,1,1,3,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,6,1
HONOR-80_SE_1,"4,5,6,6,6,6","1,2,2",0.025094985961914,6.310104846954346,6.310104846954346,1,0.0,0.0,0.0,0.0,0.00608491897583,0.0130250453948974,0,0,0,1,1,4,"(1, 2, 3)",[],3,1,2,3,0,0,1,2,0
HONOR-80_SE_1,"3,3,4,4,5,6,6,6,6","1,2,1",0.0224089622497558,5.016875982284546,15.89157752195994,6,0.0,0.0,0.0,0.0039710998535156,0.0103130340576171,0.0135960578918457,0,0,2,2,1,4,"(1, 2)","[(3, 3, 4), (4, 4, 5)]",2,1,2,0,0,0,2,1,1
HONOR-80_SE_2,"4,6,6","1,2,2,1,2,2,2",0.026310920715332,3.975379943847656,3.986795425415039,2,0.0,0.0,0.0,0.0,0.0,0.0250539779663085,0,0,0,1,0,2,"(1, 2, 3, 5)",[],4,1,2,3,5,0,2,5,1
HONOR-80_SE_2,"3,3,4,5,6,6,6,6","1,2,2,2,1",0.0216631889343261,3.926586151123047,3.9380221366882324,2,0.0,0.0,0.0,0.0030720233917236,0.0093040466308593,0.0165860652923584,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,3,1
HONOR-80_SE_2,"3,3,4,5,6,6,6,6","1,1,2,2,2",0.0207550525665283,3.83219313621521,3.8430986404418945,2,0.0,0.0,0.0,0.0023870468139648,0.0088810920715332,0.0150821208953857,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,3,0
HONOR-80_SE_2,"3,3,4,5,6,6,6,6",,0.0228610038757324,0.0,0.0,0,0.0,0.0,0.0,0.0023469924926757,0.0088589191436767,0.0166668891906738,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,0,0,0
HONOR-80_SE_2,"3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0286548137664794,3.734794855117798,3.7470673322677612,2,0.0,0.0,0.0,0.0024337768554687,0.0087029933929443,0.0217080116271972,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,6,1
HONOR-80_SE_2,"3,3,4,5,6,6,6,6","1,1,2,2",0.0226249694824218,6.866554021835327,11.80299597978592,4,0.0,0.0,0.0,0.0026280879974365,0.0085079669952392,0.0168120861053466,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,2,0
HONOR-80_SE_2,"3,3,4,5,6,6,6,6,6","1,1,2,2,2",0.0287530422210693,6.837985992431641,6.848955035209656,2,0.0,0.0,0.0,0.0026659965515136,0.0094211101531982,0.0220420360565185,0,0,2,1,1,5,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,3,0
HONOR-80_SE_2,"3,3,4,5,6,6,6,6","1,2,2,1,2,2,2",0.0299279689788818,3.830595016479492,3.8418514728546143,2,0.0,0.0,0.0,0.0031569004058837,0.0096559524536132,0.0239489078521728,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,5,1
HONOR-V40,"3,3,4,5,6,6,6,6,6,6,6","1,2,1,2,2,2",0.0278699398040771,6.240303039550781,10.407874763011932,4,0.0,0.0,0.0,0.0054121017456054,0.0120329856872558,0.0183479785919189,0,0,2,1,1,7,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,4,1
HONOR-V40,"3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0563790798187255,3.535741090774536,3.5467724800109863,2,0.0,0.0,0.0,0.0221478939056396,0.0284590721130371,0.0349249839782714,0,0,1,1,1,4,"(1, 2)",[],2,1,2,0,0,0,2,6,1
HONOR-V40,"3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.028235912322998,3.572817087173462,9.904552280902863,4,0.0,0.0,0.0,0.004997968673706,0.0115771293640136,0.0234179496765136,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,6,1
HONOR-V40,"3,4,4,4,6,6,6",,0.2595889568328857,0.0,0.0,0,0.0,0.0,0.0,0.0041608810424804,0.0,0.1349890232086181,0,0,1,3,0,3,"(1, 2, 5)","[(4, 4, 4, 4)]",3,1,2,5,0,0,0,0,0
HONOR-V40,"3,3,4,5,6,6,6,6",,0.0284500122070312,0.0,0.0,0,0.0,0.0,0.0,0.0020051002502441,0.0092151165008544,0.0224580764770507,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,0,0,0
HONOR-V40,"3,3,4,5,6,6,6,6","1,2,2,2,1,2,2",0.0290250778198242,6.274584054946899,10.515500843524933,4,0.0,0.0,0.0,0.003209114074707,0.0098140239715576,0.0237271785736084,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,5,1
HONOR-V40,"3,3,4,5,6,6,6,6",,0.0250041484832763,0.0,0.0,0,0.0,0.0,0.0,0.001986026763916,0.0085461139678955,0.0213871002197265,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,0,0,0
HONOR-V40,"3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,6,6,6",,0.0372548103332519,0.0,0.0,0,0.0,0.0,0.0,0.0081989765167236,0.0139229297637939,0.030128002166748,0,0,13,1,1,4,"(1, 2)","[(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4)]",2,1,2,0,0,0,0,0,0
HONOR-V40,"3,3,3,3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.0258049964904785,6.254859924316406,9.00476892789205,3,0.0,0.0,0.0,0.0035979747772216,0.009692907333374,0.0125300884246826,0,0,5,1,1,4,"(1, 2)","[(3, 3, 3, 3, 3, 4)]",2,1,2,0,0,0,2,6,1
HONOR-V40,"3,3,5,6,6,6,6","1,2,2,2,2,2",0.0287489891052246,6.196857929229736,11.692398071289062,3,0.0,0.0,0.0,0.0,0.0111191272735595,0.0224769115447998,0,0,2,0,1,4,"(1, 2, 4)","[(3, 3, 5, 5)]",3,1,2,4,0,0,1,5,0
HONOR-V40,"3,3,3,3,3,3,3,4,5,6,6","1,2,2,2,2,2,2",0.0343439579010009,6.223200082778931,11.705082098642984,3,0.0,0.0,0.0,0.0053620338439941,0.0129041671752929,0.0306689739227294,0,0,7,1,1,2,"(1, 2)","[(3, 3, 3, 3, 3, 3, 3, 4)]",2,1,2,0,0,0,1,6,0
HONOR-V40,"3,3,4,5,6,6,6,6","1,2,2,2,1,2,2,2",0.032546043395996,38.44417190551758,38.45480990409851,2,0.0,0.0,0.0,0.0038778781890869,0.0104680061340332,0.0269849300384521,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,6,1
HONOR-V40,"3,4,5,6,6,6,6","1,2,2,2",0.0389630794525146,6.255264043807983,11.756267070770264,3,0.0,0.0,0.0,0.0074729919433593,0.013258934020996,0.0325241088867187,0,0,1,1,1,4,"(1, 2)",[],2,1,2,0,0,0,1,3,0
HONOR-V40,"3,3,4,5,6,6,6,6","1,1,2,2,2",0.0433230400085449,10.473205089569092,15.489162862300873,4,0.0,0.0,0.0,0.002061128616333,0.0090260505676269,0.0195691585540771,0,0,2,1,1,4,"(1, 2)","[(3, 3, 4)]",2,1,2,0,0,0,2,3,0
HONOR-V40,"3,3,4,6,6,6","1,2,2,2,1,2,2",0.0259351730346679,53.52084708213806,53.53114211559296,2,0.0,0.0,0.0,0.001284122467041,0.0,0.0226681232452392,0,0,2,1,0,3,"(1, 2, 5)","[(3, 3, 4)]",3,1,2,5,0,0,2,5,1
HONOR-V40,"3,4,5,6,6,6,6","1,1,2,2,2",0.0371351242065429,25.63244915008545,25.643691062927246,2,0.0,0.0,0.0,0.0047659873962402,0.01157808303833,0.0212950706481933,0,0,1,1,1,4,"(1, 2)",[],2,1,2,0,0,0,2,3,0
HONOR-V40,"3,3,3,4,5,6,6,6,6,6","1,2,2,2,1,2,2,2",0.0325329303741455,3.471036911010742,3.482652425765991,2,0.0,0.0,0.0,0.0047659873962402,0.0122220516204833,0.0268011093139648,0,0,3,1,1,5,"(1, 2)","[(3, 3, 3, 4)]",2,1,2,0,0,0,2,6,1
HONOR-V40,"3,3,5,6,6,6,6","2,2,1,2,2,2",0.03755784034729,3.5779078006744385,3.59920597076416,1,0.0,0.0,0.0,0.0,0.0114109516143798,0.0306777954101562,0,0,2,0,1,4,"(1, 2, 4)","[(3, 3, 5, 5)]",3,1,2,4,0,0,1,5,1
HUAWEI-mate30_1,"2,3,2,3,4,4,5,6,6,6,6,6,6,6,6","1,2,2,2",0.0351698398590087,1.080408811569214,6.090920805931091,2,0.0,0.0,1.6927719116210938e-05,0.0037047863006591,0.014028787612915,0.0205588340759277,0,2,2,2,1,8,"(1,)","[(3, 2, 3, 4), (4, 4, 5)]",1,1,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,2,2,3,2,3,4,5,6,6,6,1,2,2","1,2",0.3406300544738769,1.1716959476470947,0.7544200420379639,1,0.0,2.9087066650390625e-05,0.0012409687042236,0.0040991306304931,0.0098359584808349,0.0287070274353027,2,5,2,1,1,3,(),"[(2, 2, 3), (3, 2, 3, 4), (5, 1, 2, 2, 2)]",0,0,0,0,0,0,1,1,0
HUAWEI-mate30_1,"1,2,3,2,2,3,4,5,6,6,6,6,1,2,2,2","1,2,2,2",0.3610191345214844,1.2713119983673096,0.8150930404663086,1,0.0,1.1205673217773438e-05,0.0012030601501464,0.0040950775146484,0.0112161636352539,0.0203661918640136,2,6,2,1,1,4,(),"[(3, 2, 2, 3, 4), (5, 1, 2, 2, 2, 2)]",0,0,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,2,2,3,2,3,4,6,6,6,6,1,2,2,2","1,2,2,2",0.3673310279846191,1.3052141666412354,0.8355711698532104,1,0.0,3.0994415283203125e-05,0.0015900135040283,0.004134178161621,0.0,0.0283520221710205,2,6,2,1,0,4,"(5,)","[(2, 2, 3), (3, 2, 3, 4), (4, 1, 2, 2, 2, 2)]",1,5,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,2,3,2,2,3,5,6,6,6,6,1,2,2,2","1,2,2,2",0.3624100685119629,1.309028148651123,0.834813117980957,1,0.0,0.0011591911315917,0.0011711120605468,0.0,0.0114121437072753,0.0302450656890869,2,6,2,0,1,4,"(4,)","[(3, 2, 2, 3, 5, 1, 2, 2, 2, 2)]",1,4,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,2,2,2,3,3,4,5,6,6,6,6,1,2,2,2","1,2,2,2",0.3434889316558838,1.3005189895629885,0.8214244842529298,1,0.0,3.409385681152344e-05,0.000943899154663,0.0029499530792236,0.0104100704193115,0.0179250240325927,2,6,2,1,1,4,(),"[(2, 2, 2, 3), (3, 3, 4), (5, 1, 2, 2, 2, 2)]",0,0,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,2,2,3,2,4,5,6,6,6,6,1,2,2,2","1,2,2,2",0.3796350955963135,1.272536039352417,0.8249185085296631,1,0.0,2.09808349609375e-05,0.0009260177612304,0.0037930011749267,0.0109410285949707,0.0248849391937255,2,6,1,1,1,4,(),"[(2, 2, 3), (3, 2, 4), (5, 1, 2, 2, 2, 2)]",0,0,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,1,1,1,3,2,2,2,3,4,5,6,6,6,6,2,2,2","1,2,2,2",0.4117779731750488,1.1363718509674072,1.1363718509674072,1,0.0,0.0023958683013916,0.0012378692626953,0.0058610439300537,0.0116488933563232,0.0227899551391601,4,6,2,1,1,4,(),"[(1, 1, 1, 1, 3, 2), (2, 2, 2, 3), (5, 2, 2, 2, 2)]",0,0,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,2,2,3,2,3,4,5,6,6,6,1,2,2,2","1,2,2,2",0.4578220844268799,1.3383290767669678,0.8975059986114502,1,0.0,3.0040740966796875e-05,0.0013821125030517,0.0034379959106445,0.0108449459075927,0.0309529304504394,2,6,2,1,1,3,(),"[(2, 2, 3), (3, 2, 3, 4), (5, 1, 2, 2, 2, 2)]",0,0,0,0,0,0,1,3,0
HUAWEI-mate30_1,"1,2,3,2,2,3,6,6,6,6,6","2,2",0.0385949611663818,1.1731958389282229,0.0,0,0.0,0.0020449161529541,0.002065896987915,0.0,0.0,0.029721975326538,1,3,2,0,0,5,"(4, 5)","[(3, 2, 2, 3, 3)]",2,4,5,0,0,0,0,2,0
HUAWEI-mate30_1,"1,2,2,3,2,3,4,5,6,6,6,6,1,2,2,2","1,2,2,2",0.3508188724517822,1.4222369194030762,0.8853033781051636,1,0.0,0.0009629726409912,0.0022330284118652,0.004922866821289,0.0117709636688232,0.0266640186309814,2,6,2,1,1,4,(),"[(2, 2, 3), (3, 2, 3, 4), (5, 1, 2, 2, 2, 2)]",0,0,0,0,0,0,1,3,0
HUAWEI-mate30_3,"1,2,3,2,2,3,4,5,6,6,6,6,1,2,2,2",,0.399677038192749,0.0,0.3973050117492676,0,0.0,4.506111145019531e-05,5.292892456054688e-05,0.0049090385437011,0.0118498802185058,0.0175058841705322,2,6,2,1,1,4,(),"[(3, 2, 2, 3, 4), (5, 1, 2, 2, 2, 2)]",0,0,0,0,0,0,0,0,0
HUAWEI-mate30_3,"1,2,3,2,3,4,5,5,5,6,6,6,6,1,2,2,2","1,2,2,2",0.4320220947265625,1.1483869552612305,0.7897064685821533,1,0.0,0.0009400844573974,0.0009701251983642,0.0038590431213378,0.0124189853668212,0.0273001194000244,2,5,2,1,3,4,(),"[(3, 2, 3, 4), (5, 5, 5, 1, 2, 2, 2, 2)]",0,0,0,0,0,0,1,3,0
HUAWEI-mate30_3,"1,3,2,2,3,5,6,6,6,1",2,0.417119026184082,1.368232011795044,0.417119026184082,0,0.0,0.0020880699157714,0.002058982849121,0.0,0.0110220909118652,0.0198071002960205,2,2,2,0,1,3,"(4,)","[(1, 3, 2), (2, 2, 3), (3, 5, 1, 1)]",1,4,0,0,0,0,0,1,0
