Time,Dst,Type
0.0,0,2
1.6927719116210938e-05,0,3
0.0010249614715576172,0,2
0.0010328292846679688,0,3
0.0037047863006591797,0,4
0.00373077392578125,0,4
0.014028787612915039,0,5
0.020558834075927734,0,6
0.02900981903076172,0,6
0.03032088279724121,0,6
0.03246879577636719,0,6
0.03374791145324707,0,6
0.03377199172973633,0,6
0.03513979911804199,0,6
0.03516983985900879,0,6
1.0804088115692139,1,1
1.0804438591003418,0,2
1.0815010070800781,0,2
1.0815320014953613,0,2
11.101432800292969,1,1
11.102522850036621,0,2
11.102526903152466,0,2
11.103832960128784,0,2
