Time,Dst,Type
0.0,1,1
1.3113021850585938e-05,0,2
0.0008890628814697266,0,2
0.0019969940185546875,0,2
0.02319502830505371,0,3
0.023250102996826172,0,3
0.02528214454650879,0,4
0.03165102005004883,0,5
0.050126075744628906,0,6
0.051931142807006836,0,6
0.05325007438659668,0,6
0.053282976150512695,0,6
