Label,Next_Packet_After_First_Stage,First_Stage_Time_Diff,Type_6_Last_Time,Gap_23_Time,Type_5_Last_Time,Type_3_Last_Time,Type_4_Last_Time,Type_3_First_Occurrence_Time,A_IAT_P10,Type_6_Time_Ratio,Gap_34_Time_Ratio,Gap_23_Time_Ratio,Type_6_Time,A_IAT_P95,A_IAT_StdDev,DBSCAN_Cluster
OPPO-FINDX5_2,0.0,0.0847411155700683,0.0847411155700683,0.0030050277709961,0.0156919956207275,0.0039081573486328,0.0086669921875,0.003904104232788,4.816055297840113e-06,0.1005767661705533,0.0561573305573532,0.0354612722617675,0.0085229873657226,0.0397248744964599,0.0194292560489685,0
OPPO-FINDX5_2,0.0,0.0810639858245849,0.0810639858245849,0.0054759979248047,0.0194940567016601,0.0065128803253173,0.0141229629516601,0.0065109729766845,1.907348632800357e-06,0.5249303690806373,0.0938774789930799,0.0675515504092564,0.0425529479980469,0.0275119543075561,0.0109717607342954,0
OPPO-FINDX5_2,0.0,0.0609939098358154,0.0609939098358154,0.0034670829772949,0.0164289474487304,0.0066089630126953,0.0,0.0046889781951904,0.000971508026123,0.5464630394758972,-0.1083544739218298,0.0568431010018485,0.0333309173583985,0.0207050323486328,0.0084946608698587,0
OPPO-FINDX5_2,0.0,0.0691049098968505,0.0691049098968505,0.0018980503082275,0.0154688358306884,0.0042488574981689,0.0079789161682128,0.0042479038238525,5.006790161200033e-06,0.6621665913395683,0.0539767532525774,0.0274662149340853,0.0457589626312255,0.0225239992141724,0.010598299369825,0
OPPO-FINDX5_2,0.0,0.0808069705963134,0.0808069705963134,0.0038061141967773,0.0142960548400878,0.0055761337280273,0.0066020488739013,0.0055761337280273,1.0013580322300104e-05,0.6006538242522776,0.0126958743571659,0.0471013103039274,0.0485370159149169,0.0275369882583618,0.0112820735435692,0
OPPO-FINDX5_2,0.0,0.0665538311004638,0.0665538311004638,0.0031020641326904,0.0159099102020263,0.0041289329528808,0.0089399814605712,0.0041179656982421,9.346008300750242e-06,0.6054336962245709,0.0508907493184595,0.0466098507238117,0.0402939319610596,0.0183020234107971,0.0087855934320322,0
OPPO-FINDX5_2,0.0,0.0586750507354736,0.0586750507354736,0.0045740604400635,0.01863694190979,0.0068109035491943,0.0116360187530517,0.0068080425262451,2.765655517561732e-06,0.5323220953998565,0.0822345297256001,0.07795579863552,0.0312340259552002,0.0203590154647827,0.008958121636568,0
OPPO-FINDX5_2,0.0,0.0649189949035644,0.0649189949035644,0.0027899742126465,0.0146551132202148,0.0041959285736083,0.0077350139617919,0.0041871070861816,1.1205673217800107e-05,0.5524404127951814,0.0545154063682105,0.0429762385691728,0.0358638763427733,0.0214009284973144,0.0086217238817118,0
OPPO-FINDX5_2,0.0,0.0725190639495849,0.0725190639495849,0.0032801628112793,0.0151021480560302,0.004518985748291,0.008998155593872,0.0045151710510253,8.106231689453125e-06,0.5753779995857536,0.0617654117639316,0.0452317312528973,0.0417258739471435,0.0228754281997681,0.0091802086806651,0
XIAOMI-10MI1,11.121535062789915,0.0453300476074218,0.0453300476074218,0.0028948783874512,0.0140221118927001,0.0051581859588623,0.0072371959686279,0.0041220188140869,2.498626708984327e-05,0.3576853488176379,0.0458638390978704,0.0638622401750407,0.0162138938903808,0.0136175394058227,0.0051905835188637,0
