Label,Next_Packet_After_First_Stage,Type_6_Last_Time,First_Stage_Time_Diff,Gap_23_Time,A_IAT_P95,A_IAT_StdDev,Type_5_First_Occurrence_Time,Type_3_Last_Time,A_Mean_IAT,A_IAT_IQR,Type_4_First_Occurrence_Time,Gap_23_Time_Ratio,Range_2,Type_6_Time,Type_4_Last_Time,Type_3_First_Occurrence_Time,Gap_34_Time,Gap_45_Time_Ratio,A_IAT_P90,Type_5_Last_Time
HUAWEI-mate30_1,0.0,0.0355639457702636,0.4169180393218994,-0.0025458335876465,0.0114625692367553,0.0047100435498517,0.0115718841552734,0.0032260417938232,0.0032330859791148,0.0030144453048706,0.0046398639678955,-0.0061063167038471,0,0.0207231044769287,0.0046398639678955,0.0006639957427978,0.0014138221740722,0.0166268175842248,0.0069320201873778,0.0115718841552734
HUAWEI-mate30_1,1.3005189895629885,0.0351691246032714,0.3434889316558838,1.0967254638599992e-05,0.0100529193878173,0.0042146040929078,0.0104100704193115,0.0009529590606689,0.0031971931457519,0.0055476427078246,0.0029499530792236,3.1928989926194406e-05,3,0.0172441005706787,0.0029499530792236,0.000943899154663,0.0019969940185546,0.0217186542347211,0.0075149536132812,0.0104100704193115
HUAWEI-mate30_1,1.272536039352417,0.034693956375122,0.3796350955963135,-5.960464477599995e-06,0.0108857631683349,0.0043906138732693,0.0109410285949707,0.0009260177612304,0.0034693956375122,0.0045338273048401,0.0037930011749267,-1.570050963870337e-05,3,0.0098090171813965,0.0037930011749267,0.0009260177612304,0.0028669834136963,0.0188286791789262,0.007827615737915,0.0109410285949707
HUAWEI-mate30_1,1.1363718509674072,0.0368390083312988,0.4117779731750488,-0.0023009777069091,0.0092254519462585,0.00344975589656,0.0116488933563232,0.0035789012908935,0.0026313577379499,0.0031456351280212,0.0058610439300537,-0.005587908671188,3,0.0140490531921387,0.0058610439300537,0.0012378692626953,0.0022821426391601,0.014055752865171,0.0074721336364746,0.0116488933563232
HUAWEI-mate30_1,1.3383290767669678,0.0367810726165771,0.4578220844268799,-7.867813110400135e-06,0.0143925189971923,0.006230454293533,0.0108449459075927,0.0023360252380371,0.0036781072616577,0.0034145712852478,0.0034379959106445,-1.718530708331683e-05,3,0.0058281421661376,0.0034379959106445,0.0013821125030517,0.0011019706726074,0.0161786647016395,0.008677053451538,0.0108449459075927
HUAWEI-mate30_1,1.1731958389282229,0.0385949611663818,0.0385949611663818,-0.0012049674987793,0.0159221649169921,0.0080165431946975,0.0,0.0032868385314941,0.0038594961166381,0.0023987889289856,0.0,-0.0312208501411549,2,0.0088729858398438,0.0,0.002065896987915,-0.0032868385314941,0.0,0.0054091930389403,0.0
HUAWEI-mate30_1,1.4222369194030762,0.0364890098571777,0.3508188724517822,-1.0967254638700064e-05,0.0108705759048462,0.0043666145198816,0.0117709636688232,0.0032789707183837,0.0033171827142888,0.0029500722885132,0.004922866821289,-3.126187186582285e-05,3,0.0098249912261963,0.004922866821289,0.0022330284118652,0.0016438961029053,0.0195203205565157,0.0068480968475342,0.0117709636688232
HUAWEI-mate50pro,1.7533929347991943,0.1610529422760009,0.1610529422760009,-0.0302820205688476,0.0694459915161132,0.0303172860182348,0.0631170272827148,0.0319139957427978,0.0201316177845001,0.018468677997589,0.0456271171569824,-0.1880252551794581,6,0.0068669319152832,0.0456271171569824,0.0,0.0137131214141845,0.1085972716708239,0.0478229999542235,0.0631170272827148
HUAWEI-mate50pro,1.546670913696289,0.0708351135253906,0.0708351135253906,0.0032961368560791,0.0150613546371459,0.005671642836737,0.0182709693908691,0.0082480907440185,0.0050596509660993,0.0058341026306153,0.0102970600128173,0.046532527330497,3,0.0402960777282715,0.0102970600128173,0.0059130191802978,0.0020489692687988,0.1125700091550439,0.0113285064697265,0.0182709693908691
HUAWEI-mate50pro,1.7652111053466797,0.2010631561279297,0.2010631561279297,-0.029304027557373,0.0618098378181457,0.0289362844725754,0.0725159645080566,0.0314860343933105,0.0167552630106608,0.0165763497352599,0.0448119640350341,-0.14574538727885,6,0.0258371829986572,0.0448119640350341,0.0021560192108154,0.0133259296417236,0.1377875539534223,0.0282818555831909,0.0725159645080566
HUAWEI-mate50pro,2.0037310123443604,0.0621359348297119,0.0621359348297119,0.004734992980957,0.0201081037521362,0.0085515256115939,0.0164690017700195,0.0058889389038085,0.0056487213481556,0.0051575899124145,0.0097918510437011,0.0762037779576922,4,0.0413980484008789,0.0097918510437011,0.0058579444885253,0.0039029121398926,0.1074603728843481,0.0108721256256104,0.0164690017700195
HUAWEI-mate50pro,1.4893670082092283,0.0760998725891113,0.0760998725891113,0.0079140663146972,0.0212168216705322,0.0080386197970363,0.0222640037536621,0.0114500522613525,0.0084555413987901,0.0089850425720215,0.0,0.103995789289003,4,0.0371298789978028,0.0,0.0114409923553466,-0.0114500522613525,0.2925629570219245,0.0182096004486083,0.0222640037536621
HUAWEI-mate50pro,1.532784938812256,0.0657949447631836,0.0657949447631836,0.0032360553741454,0.0255781650543212,0.011115973758301,0.0196230411529541,0.008599042892456,0.0073105494181315,0.0062870979309082,0.0117979049682617,0.0491839515299095,6,0.010624885559082,0.0117979049682617,0.008599042892456,0.0031988620758057,0.118932179559653,0.0156093120574951,0.0196230411529541
HUAWEI-mate50pro,1.654695987701416,0.0634770393371582,0.0634770393371582,0.0068140029907227,0.0163439512252808,0.0067511560797795,0.0186750888824462,0.0078530311584472,0.0057706399397416,0.0082644224166871,0.01214599609375,0.107345948422864,5,0.0340719223022461,0.01214599609375,0.0078489780426025,0.0042929649353028,0.1028575506494077,0.0107619762420655,0.0186750888824462
HUAWEI-mate50pro,1.8598721027374268,0.0654621124267578,0.0654621124267578,0.0049710273742675,0.0206215381622314,0.0081597038652801,0.0,0.0061750411987304,0.0059511011297052,0.0078465938568115,0.0084450244903564,0.0759374726843611,3,0.0413520336151123,0.0084710121154785,0.0061480998992919,0.002269983291626,-0.1294032807901865,0.015639066696167,0.0
HUAWEI-mate50pro,1.8249199390411377,0.1552200317382812,0.1552200317382812,-0.0287818908691406,0.0416020154953003,0.0162852778121446,0.0721909999847412,0.0440828800201416,0.0141109119762073,0.014281630516052,0.0569598674774169,-0.1854263946915709,6,0.0276119709014892,0.0569598674774169,0.015273094177246,0.0128769874572753,0.098126075202753,0.0277869701385499,0.0721909999847412
HUAWEI-mate50pro,1.8159558773040767,0.1205759048461914,0.1205759048461914,-0.0299360752105713,0.0260897159576415,0.0096746467050476,0.0685930252075195,0.0432219505310058,0.0120575904846191,0.0133805871009827,0.0573470592498779,-0.2482757666115651,6,0.0289490222930909,0.0573470592498779,0.0132520198822021,0.0141251087188721,0.0932687668567541,0.0235894680023192,0.0685930252075195
HUAWEI-MateBook,0.0,0.0342271327972412,0.0342271327972412,2.0027160644500025e-05,0.0114065647125244,0.0046322698976252,0.009031057357788,0.002835988998413,0.003803014755249,0.0031580924987792,0.0,0.0005851252795008,0,0.010315179824829,0.0,0.0014340877532958,-0.002835988998413,0.2638566721696281,0.0079322338104248,0.009031057357788
HUAWEI-MateBook,0.0,0.0324828624725341,0.0324828624725341,2.0027160644500025e-05,0.0149491310119628,0.0064105581775598,0.0121169090270996,0.0027940273284912,0.0040603578090667,0.0040618777275085,0.0028038024902343,0.0006165454371958,0,0.0023820400238037,0.0028038024902343,0.001533031463623,9.775161743099878e-06,0.2867083079497689,0.0119143486022949,0.0121169090270996
HUAWEI-MateBook,0.0,0.0222868919372558,0.0222868919372558,-7.867813110299954e-06,0.008481502532959,0.0033272253202255,0.009070873260498,0.0011780261993408,0.002026081085205,0.0015550851821899,0.0021438598632812,-0.0003530242409955,0,0.0031800270080565,0.0021438598632812,0.0011630058288574,0.0009658336639404,0.3108110999379543,0.0069270133972168,0.009070873260498
HUAWEI-MateBook,0.0,0.0233869552612304,0.0233869552612304,0.0,0.0087959289550781,0.0036019613149939,0.0091118812561035,0.0,0.004677391052246,0.0062701702117918,0.0,0.0,0,0.0067429542541504,0.0,0.0,0.0,0.3896138319128986,0.0084799766540527,0.0091118812561035
HUAWEI-MateBook,0.0,0.0306618213653564,0.0306618213653564,0.0011548995971678,0.0119760394096374,0.0051523987692107,0.0093498229980468,0.0025739669799804,0.0038327276706695,0.0051309466361999,0.0035789012908935,0.0376657206173921,0,0.0062558650970459,0.0035789012908935,0.0025439262390136,0.0010049343109131,0.1882119668753155,0.0088959455490112,0.0093498229980468
HUAWEI-MateBook,0.0,0.0282409191131591,0.0282409191131591,-7.867813110299954e-06,0.0111289978027343,0.0047304174940459,0.0096609592437744,0.0015430450439453,0.0023534099260965,0.0013462305068969,0.0024878978729248,-0.0002785962127781,0,0.0026159286499022,0.0024878978729248,0.0015280246734619,0.0009448528289795,0.2539953229605495,0.0066023588180541,0.0096609592437744
HUAWEI-MateBook,0.0,0.0255517959594726,0.0255517959594726,3.290176391610019e-05,0.0103104472160339,0.0042703313468809,0.0104730129241943,0.0029988288879394,0.0025551795959472,0.0016440749168395,0.003835916519165,0.0012876497592687,0,0.0017628669738769,0.003835916519165,0.0029919147491455,0.0008370876312255,0.2597506811480617,0.0073049783706665,0.0104730129241943
HUAWEI-MateBook,0.0,0.0197739601135253,0.0197739601135253,0.0009169578552246,0.0102850794792175,0.0047290421024953,0.0,0.0025599002838134,0.0032956600189208,0.0014832615852355,0.0,0.0463719887144611,0,0.004457950592041,0.0,0.0009169578552246,-0.0025599002838134,0.0,0.0078140497207641,0.0
HUAWEI-MateBook,0.0,0.0306000709533691,0.0306000709533691,-0.0012319087982177,0.0162670373916625,0.0081566497321508,0.0,1.4066696166992188e-05,0.0038250088691711,0.0011010766029358,0.0032670497894287,-0.0402583641095143,0,0.0033950805664062,0.0032670497894287,1.4066696166992188e-05,0.0032529830932617,-0.1067660854253344,0.008596134185791,0.0
HUAWEI-MateBook,16.577518939971924,16.619173049926758,0.0246069431304931,-16.5787410736084,0.0257678031921386,3.6114245329299743,0.0,16.58036708831787,0.7913891928536552,0.0036156177520752,0.0037119388580322,-673.7424061855088,1,16.598212957382202,0.0037119388580322,0.0015759468078613,-16.57665514945984,-0.1508492476431312,0.0172481536865234,0.0
