Time,Dst,Type
0.0,0,1
9.059906005859375e-06,0,2
0.0013930797576904297,0,2
0.005095958709716797,0,3
0.01688694953918457,0,3
0.019855022430419922,0,4
0.05439305305480957,0,5
0.1758739948272705,0,6
0.18884015083312988,0,6
0.20828795433044434,0,6
0.21217012405395508,0,6
10.390756130218506,1,1
10.393825054168701,1,1
10.479020118713379,1,1
10.479030132293701,0,2
10.480148077011108,1,1
10.48015809059143,0,2
10.499165058135986,1,1
10.499175071716309,0,2
10.50020694732666,1,1
10.500218152999878,0,2
20.418282985687256,1,1
20.42034912109375,1,1
20.438764095306396,1,1
20.439908981323242,1,1
20.50441002845764,0,2
20.504421949386597,0,2
20.504425048828125,1,1
20.524101972579956,1,1
20.52412700653076,0,2
20.52529501914978,1,1
20.52530002593994,0,2
