Feature_Name,Importance_Score
Next_Packet_After_First_Stage,0.2442147261287154
First_Stage_Time_Diff,0.20234053260800702
Type_6_Time_Ratio,0.15267805454294522
Range_1,0.0939395368582858
A_CV,0.08768461769059531
Range_2,0.0853316284206459
A_Skewness,0.08521499544997482
Range_1_2,0.0485959083008305
