Time,Dst,Type
0.0,0,1
3.0040740966796875e-05,0,2
0.0012211799621582031,0,2
0.0012509822845458984,0,3
0.0012600421905517578,0,2
0.001268148422241211,0,3
0.003564119338989258,0,4
0.003590106964111328,0,4
0.010847091674804688,0,5
0.026041030883789062,0,6
0.03589916229248047,0,6
0.03779411315917969,0,6
0.03785300254821777,0,6
0.04145312309265137,0,6
0.04147601127624512,0,6
0.3750011920928955,0,2
0.37606000900268555,0,2
0.37608909606933594,0,2
1.5921549797058105,0,2
1.5929350852966309,0,2
1.5929651260375977,0,2
11.65353512763977,0,2
11.65657901763916,0,2
11.656610012054443,0,2
