Time,Dst,Type
0.0,0,1
2.5987625122070312e-05,0,1
8.797645568847656e-05,0,1
9.608268737792969e-05,0,2
0.0023000240325927734,0,2
0.0023279190063476562,0,2
0.003170013427734375,0,3
0.003206014633178711,0,3
0.004417896270751953,0,3
0.006382942199707031,0,4
0.006407022476196289,0,4
0.01482391357421875,0,5
0.029506921768188477,0,6
0.03958392143249512,0,6
0.04314398765563965,0,6
0.045968055725097656,0,6
0.04599595069885254,0,6
9.46794605255127,1,1
9.467982053756714,0,2
9.469218969345093,0,2
9.470431089401245,0,2
